time/fps,time/episodes,rollout/ep_rew_mean,rollout/exploration_rate,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/n_updates,train/loss,train/learning_rate
1566,268,-81.20893124,0.6941712499999999,99.69,25754,16,6188,8.660873413085938,0.001
1567,272,-81.32494299000001,0.6898843750000003,99.11,26115,16,6278,5.356265544891357,0.001
1568,276,-81.86105257999999,0.6848612500000002,99.56,26538,16,6384,1.9438458681106567,0.001
1571,280,-81.26763955999999,0.6794106250000003,100.89,26997,17,6499,0.8222740888595581,0.001
1575,284,-80.48819456,0.6743993750000001,100.56,27419,17,6604,2.4225242137908936,0.001
1577,288,-78.61859824000001,0.6704687500000002,99.39,27750,17,6687,1.3879919052124023,0.001
1579,292,-78.18044846,0.6662887500000002,99.3,28102,17,6775,4.538680553436279,0.001
1582,296,-77.52909503000001,0.6617168749999998,99.82,28487,17,6871,1.8193799257278442,0.001
1586,300,-78.96507634000001,0.6561831249999999,100.45,28953,18,6988,4.480033874511719,0.001
1588,304,-77.82376413,0.6514331250000001,100.36,29353,18,7088,0.5315716862678528,0.001
1590,308,-76.86002059999998,0.6466475000000003,99.95,29756,18,7188,2.4301393032073975,0.001
1591,312,-77.83363643000001,0.64211125,99.89,30138,18,7284,0.9748952984809875,0.001
1592,316,-77.54301895000002,0.6380499999999998,99.01,30480,19,7369,3.4939658641815186,0.001
1593,320,-76.41061686,0.6339768750000001,97.77,30823,19,7455,1.501283049583435,0.001
1594,324,-75.76735762,0.6291556250000001,98.13,31229,19,7557,1.399422287940979,0.001
1596,328,-75.12133325999999,0.6250587500000001,97.57,31574,19,7643,0.8239520192146301,0.001
1598,332,-73.91189120000001,0.6199050000000002,98.28,32008,20,7751,2.1711151599884033,0.001
1600,336,-74.56903256999999,0.6159625000000002,97.57,32340,20,7834,0.577162504196167,0.001
1601,340,-72.21160615000001,0.6119487500000003,97.14,32678,20,7919,9.02978229522705,0.001
1603,344,-70.87347668,0.6077450000000002,97.09,33032,20,8007,2.7076163291931152,0.001
1604,348,-70.50911658000001,0.6022349999999999,97.18,33496,20,8123,1.27422297000885,0.001
1607,352,-69.6951443,0.5964875000000002,97.96,33980,21,8244,1.1453777551651,0.001
1607,356,-71.06715439999999,0.5916187499999999,98.28,34390,21,8347,1.4520679712295532,0.001
1609,360,-68.73862424,0.587379375,97.04,34747,21,8436,1.3862911462783813,0.001
1608,364,-66.44195458999998,0.5817981249999999,98.51,35217,21,8554,1.7622789144515991,0.001
1609,368,-68.2365523,0.5758012500000003,99.68,35722,22,8680,1.471118450164795,0.001
1611,372,-69.11630491000001,0.5712175000000002,99.93,36108,22,8776,2.143068552017212,0.001
1610,376,-71.54652517,0.5625368750000003,103.01,36839,22,8959,2.9404048919677734,0.001
1612,380,-71.60306895,0.5568843750000001,103.18,37315,23,9078,1.728912115097046,0.001
1614,384,-70.13362679000001,0.5519087499999997,103.15,37734,23,9183,0.7039635181427002,0.001
1616,388,-72.27811174,0.5462918749999999,104.57,38207,23,9301,2.034477949142456,0.001
1617,392,-72.2064836,0.5402,106.18,38720,23,9429,1.1746376752853394,0.001
1620,396,-72.47109633000002,0.5309375000000001,110.13,39500,24,9624,4.989254951477051,0.001
1621,400,-70.39148359999999,0.5247149999999998,110.71,40024,24,9755,1.5325803756713867,0.001
1623,404,-70.58554606,0.5180056250000002,112.36,40589,25,9897,1.3893675804138184,0.001
1625,408,-71.37352286000001,0.5100968750000001,114.99,41255,25,10063,2.5269360542297363,0.001
1629,412,-71.12678827,0.4931512499999998,125.44,42682,26,10420,0.8393847942352295,0.001
1630,416,-70.78636205,0.48834187500000004,126.07,43087,26,10521,0.7610856890678406,0.001
1631,420,-71.78621939,0.4788775000000002,130.61,43884,26,10720,3.59554123878479,0.001
1634,424,-72.28829999999999,0.4641287500000001,138.97,45126,27,11031,1.197326421737671,0.001
1634,428,-72.82146536999998,0.44041437500000025,155.49,47123,28,11530,1.2432544231414795,0.001
1636,432,-73.15550113,0.42272062499999985,166.05,48613,29,11903,2.8183398246765137,0.001
1638,436,-72.19527205,0.4107031250000003,172.85,49625,30,12156,1.5845915079116821,0.001
1638,440,-75.0115886,0.3941612499999999,183.4,51018,31,12504,1.1882598400115967,0.001
1637,444,-76.15372201999999,0.37023312499999983,200.01,53033,32,13008,3.968189001083374,0.001
1639,448,-74.72548467,0.3508650000000001,211.68,54664,33,13415,2.9855852127075195,0.001
1640,452,-73.99972746,0.31363687500000026,238.19,57799,35,14199,3.1807050704956055,0.001
1641,456,-71.6786873,0.27579125000000027,265.96,60986,37,14996,1.283624529838562,0.001
1636,460,-71.95423751000001,0.22829125000000017,302.39,64986,39,15996,7.16036319732666,0.001
1634,464,-74.38493455000001,0.1939368749999998,326.62,67879,41,16719,3.8084990978240967,0.001
1633,468,-77.38568919000001,0.16966437499999998,342.01,69923,42,17230,2.704085111618042,0.001
1630,472,-78.87754596000002,0.14921562499999996,355.37,71645,43,17661,2.4677352905273438,0.001
1625,476,-78.45667641000001,0.11335312500000028,378.26,74665,45,18416,1.962863564491272,0.001
1620,480,-76.48885181,0.06585312500000018,413.5,78665,48,19416,1.21778404712677,0.001
1615,484,-76.47133186,0.05,449.31,82665,51,20416,5.095510005950928,0.001
1611,488,-74.54041492,0.05,484.58,86665,53,21416,0.8257564306259155,0.001
1607,492,-74.29922296,0.05,519.45,90665,56,22416,0.6933894157409668,0.001
1604,496,-73.23918224,0.05,551.65,94665,59,23416,0.7483223676681519,0.001
1598,500,-72.69192362999999,0.05,586.41,98665,61,24416,0.5178033709526062,0.001
1594,504,-72.89622023,0.05,620.76,102665,64,25416,0.5094495415687561,0.001
1592,508,-75.38104001000002,0.05,645.55,105810,66,26202,0.495861291885376,0.001
1589,512,-73.19222805999999,0.05,671.28,109810,69,27202,0.27392926812171936,0.001
1587,516,-73.75140443000001,0.05,703.43,113430,71,28107,0.40201234817504883,0.001
1584,520,-72.28426097,0.05,735.46,117430,74,29107,0.2803240716457367,0.001
1581,524,-70.49523208000001,0.05,748.37,119963,75,29740,0.34553882479667664,0.001
1578,528,-68.46872530999998,0.05,768.4,123963,78,30740,0.261199951171875,0.001
1577,532,-68.34493836,0.05,793.5,127963,81,31740,0.23474515974521637,0.001
1565,536,-67.93557808999999,0.05,823.38,131963,84,32740,0.17065323889255524,0.001
1555,540,-65.46317640000001,0.05,844.94,135512,87,33627,0.26629266142845154,0.001
1545,544,-63.04707224999999,0.05,864.79,139512,90,34627,0.19406864047050476,0.001
1536,548,-62.08362505,0.05,888.48,143512,93,35627,0.2350234091281891,0.001
1529,552,-61.975407909999994,0.05,895.57,147356,96,36588,0.22390760481357574,0.001
1524,556,-63.84754904,0.05,896.39,150625,98,37406,0.2894872725009918,0.001
1523,560,-63.160149389999994,0.05,896.39,154625,101,38406,0.24078190326690674,0.001
1522,564,-61.58614658,0.05,907.46,158625,104,39406,0.33392253518104553,0.001
1522,568,-56.07787491,0.05,927.02,162625,106,40406,0.218411386013031,0.001
1522,572,-49.45393884999999,0.05,944.6,166105,109,41276,0.20244930684566498,0.001
1521,576,-45.05879042000001,0.05,954.4,170105,111,42276,0.1540699601173401,0.001
1520,580,-39.47831252,0.05,944.73,173138,113,43034,0.15764524042606354,0.001
1517,584,-34.528747360000004,0.05,941.77,176842,116,43960,0.17410928010940552,0.001
1517,588,-23.314483640000002,0.05,924.28,179093,118,44523,0.8732345700263977,0.001
1516,592,-11.710196070000004,0.05,901.85,180850,119,44962,0.2955280542373657,0.001
1515,596,-5.257267760000003,0.05,892.22,183887,121,45721,0.13634169101715088,0.001
1513,600,1.0629895499999984,0.05,879.85,186650,123,46412,0.2848967909812927,0.001
1512,604,11.643306309999998,0.05,855.89,188254,124,46813,0.18380898237228394,0.001
1511,608,26.2912204,0.05,844.55,190265,125,47316,0.14592108130455017,0.001
1510,612,33.5311242,0.05,822.7,192080,127,47769,0.07681995630264282,0.001
1510,616,43.472690889999996,0.05,804.59,193889,128,48222,0.3552476167678833,0.001
1509,620,53.13544856999999,0.05,777.83,195213,129,48553,0.21917250752449036,0.001
1509,624,65.34689004,0.05,769.33,196896,130,48973,0.21449579298496246,0.001
1509,628,68.86197467,0.05,741.09,198072,131,49267,1.3585695028305054,0.001
1506,632,79.03098064000001,0.05,714.29,199392,132,49597,0.1752740442752838,0.001
1504,636,91.36630017000003,0.05,687.14,200677,133,49919,0.198603093624115,0.001
1501,640,97.79100021000002,0.05,664.78,201990,134,50247,0.6878855228424072,0.001
1499,644,106.65940186,0.05,643.68,203880,135,50719,0.17623890936374664,0.001
1495,648,113.15628625999997,0.05,632.61,206773,138,51443,0.23904728889465332,0.001
1491,652,115.46775641,0.05,630.55,210411,141,52352,0.6657869219779968,0.001
1490,656,125.10380804,0.05,627.8,213405,143,53101,0.5619662404060364,0.001
1490,660,131.00623243,0.05,619.48,216573,145,53893,0.6601537466049194,0.001
1490,664,137.37266411,0.05,608.12,219437,147,54609,1.466645359992981,0.001
1490,668,143.29442196,0.05,600.3,222655,149,55413,1.9829802513122559,0.001
1489,672,145.53869509,0.05,595.38,225643,151,56160,0.36496680974960327,0.001
1489,676,154.01718676999997,0.05,582.72,228377,153,56844,1.8874626159667969,0.001
1489,680,151.3004503,0.05,584.87,231625,155,57656,1.6224284172058105,0.001
1489,684,154.56478769,0.05,577.76,234618,157,58404,0.18161270022392273,0.001
1488,688,149.62080678,0.05,589.08,238001,159,59250,0.8391512036323547,0.001
1488,692,142.63152334,0.05,604.16,241266,162,60066,0.15620195865631104,0.001
1488,696,140.3196981,0.05,612.06,245093,164,61023,0.42532065510749817,0.001
1488,700,140.88880905999997,0.05,613.18,247968,166,61741,1.4460644721984863,0.001
1487,704,133.92360558,0.05,633.55,251609,169,62652,0.17511563003063202,0.001
1487,708,129.63791536,0.05,644.7,254735,171,63433,1.5265289545059204,0.001
1487,712,127.79568746,0.05,653.44,257424,173,64105,0.1543036252260208,0.001
1487,716,125.83908758999998,0.05,667.53,260642,175,64910,0.13545012474060059,0.001
1486,720,123.89178824999999,0.05,680.76,263289,177,65572,0.30897513031959534,0.001
1486,724,115.50628484999999,0.05,699.91,266887,179,66471,1.2790480852127075,0.001
1485,728,117.64091544999998,0.05,711.86,269258,181,67064,0.12421432137489319,0.001
1485,732,110.51238322999998,0.05,729.51,272343,183,67835,1.0333304405212402,0.001
1484,736,104.61242086,0.05,751.13,275790,185,68697,0.22401760518550873,0.001
1484,740,104.91022810999998,0.05,764.33,278423,187,69355,2.289844274520874,0.001
1483,744,100.08820585,0.05,778.64,281744,189,70185,0.3819506764411926,0.001
1482,748,98.30060365,0.05,780.35,284808,192,70951,1.9679981470108032,0.001
1482,752,105.04669142,0.05,757.54,286165,193,71291,0.13928908109664917,0.001
1481,756,104.62763020000003,0.05,749.69,288374,194,71843,0.11907688528299332,0.001
1481,760,107.36121508999997,0.05,746.08,291181,196,72545,0.24080289900302887,0.001
1480,764,109.82563887999999,0.05,741.54,293591,198,73147,0.1398380994796753,0.001
1480,768,110.91687155999998,0.05,740.64,296719,200,73929,0.28014564514160156,0.001
1479,772,113.27882009999999,0.05,736.57,299300,202,74574,0.15224337577819824,0.001
1479,776,112.44722667000002,0.05,720.87,300464,203,74865,1.1816208362579346,0.001
1477,780,117.33671251000001,0.05,712.02,302827,205,75456,0.31720173358917236,0.001
1476,784,119.21951816999999,0.05,707.53,305371,206,76092,0.597787618637085,0.001
1474,788,124.29856138000001,0.05,692.62,307263,208,76565,0.23540674149990082,0.001
1470,792,129.09241074,0.05,671.61,308427,209,76856,0.1782122701406479,0.001
1468,796,134.11643487999999,0.05,648.4,309933,211,77233,0.7408496737480164,0.001
1464,800,135.57998097,0.05,642.81,312249,213,77812,1.6669915914535522,0.001
1461,804,141.29006309,0.05,623.49,313958,214,78239,0.12946590781211853,0.001
1457,808,141.29582741000002,0.05,621.96,316931,217,78982,1.479066014289856,0.001
1452,812,140.82328163,0.05,614.2,318844,219,79460,0.1333802044391632,0.001
1449,816,145.84210063,0.05,595.71,320213,220,79803,3.286996364593506,0.001
1447,820,147.29093451999998,0.05,581.62,321451,222,80112,0.7795048952102661,0.001
1445,824,155.32608831999997,0.05,567.43,323630,223,80657,0.10735799372196198,0.001
1444,828,156.54002919,0.05,551.01,324359,224,80839,0.396715372800827,0.001
1444,832,167.00471398999997,0.05,532.45,325588,225,81146,0.7086822986602783,0.001
1443,836,164.34553832999998,0.05,508.66,326656,226,81413,2.2910103797912598,0.001
1443,840,169.89761846999997,0.05,495.86,328009,227,81752,0.8366729021072388,0.001
1441,844,176.40251616000006,0.05,476.35,329379,228,82094,0.11900543421506882,0.001
1441,848,178.45611294999998,0.05,454.0,330208,229,82301,0.12389527261257172,0.001
1441,852,181.16674948,0.05,451.33,331298,229,82574,0.23008257150650024,0.001
1441,856,184.838799,0.05,439.9,332364,230,82840,0.4961080253124237,0.001
1441,860,188.91245466000004,0.05,424.75,333656,231,83163,0.6139740943908691,0.001
1441,864,191.27130343000005,0.05,417.53,335344,232,83585,0.7557790279388428,0.001
1441,868,195.29762552999998,0.05,401.95,336914,233,83978,1.0342371463775635,0.001
1440,872,199.11097511,0.05,390.21,338321,234,84330,0.24499377608299255,0.001
1440,876,199.81450021999999,0.05,388.64,339328,235,84581,0.6372281312942505,0.001
1440,880,203.47531235000002,0.05,380.08,340835,236,84958,0.26938489079475403,0.001
1440,884,205.50780937000002,0.05,366.2,341991,237,85247,0.1210315153002739,0.001
1440,888,206.57220761999997,0.05,359.07,343170,238,85542,0.7812884449958801,0.001
1440,892,210.24713894,0.05,361.25,344552,239,85887,0.8847661018371582,0.001
1440,896,209.36440977,0.05,375.23,347456,241,86613,0.1167508065700531,0.001
1440,900,214.12172895000003,0.05,364.61,348710,242,86927,0.7245967984199524,0.001
1440,904,216.18013697000006,0.05,362.23,350181,243,87295,0.8894361853599548,0.001
1439,908,221.41527096,0.05,347.33,351664,244,87665,0.15732741355895996,0.001
1439,912,227.91139035,0.05,342.16,353060,245,88014,0.7468243837356567,0.001
1439,916,228.02915043000002,0.05,343.52,354565,246,88391,0.3249472379684448,0.001
1439,920,229.89660893999996,0.05,348.39,356290,247,88822,1.8728034496307373,0.001
1438,924,229.01778643999998,0.05,343.9,358020,248,89254,0.2689112424850464,0.001
1438,928,232.66491110999996,0.05,356.51,360010,250,89752,1.057483196258545,0.001
1438,932,232.08881162,0.05,356.59,361247,251,90061,0.3785175085067749,0.001
1437,936,240.6408166,0.05,361.16,362772,252,90442,0.4522208571434021,0.001
1436,940,239.93945738,0.05,361.73,364182,253,90795,0.2356567531824112,0.001
1436,944,239.70970579999997,0.05,359.04,365283,254,91070,0.6794953346252441,0.001
1436,948,244.88482019,0.05,364.06,366614,255,91403,0.7552024722099304,0.001
1436,952,244.73139439000002,0.05,369.82,368280,256,91819,0.17577697336673737,0.001
1435,956,244.96211216000003,0.05,372.85,369649,257,92162,0.518669068813324,0.001
1435,960,244.77394263000002,0.05,371.46,370802,258,92450,0.8775285482406616,0.001
1435,964,245.56539103000003,0.05,370.62,372406,259,92851,1.4761724472045898,0.001
1435,968,245.76735788999997,0.05,370.38,373952,260,93237,0.6569459438323975,0.001
1434,972,246.59177528999996,0.05,371.57,375478,261,93619,0.3314966559410095,0.001
1433,976,249.46496018999997,0.05,375.75,376903,262,93975,0.5245218873023987,0.001
1432,980,249.63942865,0.05,374.02,378237,264,94309,0.14027804136276245,0.001
1431,984,250.01611236999997,0.05,376.34,379625,265,94656,1.278468370437622,0.001
1431,988,249.92721276,0.05,379.9,381160,266,95039,0.15863993763923645,0.001
1430,992,243.90935988,0.05,377.99,382351,267,95337,1.970680594444275,0.001
1430,996,246.22647707,0.05,359.5,383406,267,95601,2.9324276447296143,0.001
1430,1000,245.60687538,0.05,359.34,384644,268,95910,0.18510183691978455,0.001
1430,1004,247.21355483999997,0.05,355.27,385708,269,96176,1.4667366743087769,0.001
1430,1008,247.35072393,0.05,355.8,387244,270,96560,1.3950690031051636,0.001
1430,1012,247.36513766,0.05,354.18,388478,271,96869,1.6480326652526855,0.001
1430,1016,245.4975934,0.05,347.03,389268,272,97066,0.1057964339852333,0.001
1430,1020,247.06150543999996,0.05,340.12,390302,272,97325,1.6353965997695923,0.001
1430,1024,248.57402718999998,0.05,331.7,391190,273,97547,0.11189411580562592,0.001
1430,1028,247.53222273000003,0.05,321.18,392128,274,97781,0.7910507321357727,0.001
1429,1032,248.05156227,0.05,321.44,393391,275,98097,0.7865349054336548,0.001
1429,1036,246.14958001,0.05,314.4,394212,275,98302,0.27821439504623413,0.001
1429,1040,246.52875768999994,0.05,311.18,395300,276,98574,0.10521884262561798,0.001
1429,1044,244.84477535999994,0.05,308.71,396154,277,98788,0.14014194905757904,0.001
1428,1048,244.77142200999995,0.05,304.75,397089,277,99022,0.666153609752655,0.001
1428,1052,243.43482758,0.05,298.87,398167,278,99291,0.11320465058088303,0.001
1428,1056,240.76031642,0.05,295.04,399153,279,99538,0.45490121841430664,0.001
