time/fps,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,time/time_elapsed,train/entropy_loss,time/iterations,train/policy_loss,train/value_loss,train/explained_variance
86,0.75,6699,430.35,67000,0.0007,777,-0.005573926959186792,6700,1.828291260608239e-07,1.1521071030529129e-07,0.0
86,0.75,6799,430.35,68000,0.0007,789,-0.005560160614550114,6800,3.4977813356817933e-07,4.2438131231392617e-07,0.0
86,0.75,6899,430.35,69000,0.0007,801,-0.0037692743353545666,6900,3.665887220449804e-07,1.1311392427160172e-06,5.960464477539063e-08
85,0.75,6999,430.35,70000,0.0007,814,-0.002819132525473833,7000,3.6050397511644405e-07,2.0722613953694236e-06,-1.1920928955078125e-07
85,0.78,7099,698.12,71000,0.0007,826,-0.0032250317744910717,7100,4.3802452864838415e-07,2.2760352749173762e-06,0.0
85,0.78,7199,698.12,72000,0.0007,838,-0.0032260571606457233,7200,5.009821393286984e-07,2.9775330858683446e-06,0.0
85,0.78,7299,698.12,73000,0.0007,850,-0.0032266261987388134,7300,4.759586431646312e-07,2.6871980480791535e-06,0.0
85,0.78,7399,698.12,74000,0.0007,862,-0.0021343997213989496,7400,2.183304559366661e-07,1.4375921182363527e-06,0.0
85,0.78,7499,698.12,75000,0.0007,875,-0.002134554320946336,7500,1.9246371607550827e-07,1.1171495089001837e-06,0.0
85,0.78,7599,698.12,76000,0.0007,887,-0.002134831855073571,7600,2.0851425119872147e-07,1.3112043006913154e-06,0.0
85,0.78,7699,698.12,77000,0.0007,899,-0.0021351182367652655,7700,2.2664350751711027e-07,1.5491057183680823e-06,0.0
85,0.78,7799,698.12,78000,0.0007,912,-0.0021352951880544424,7800,2.238487724071092e-07,1.5112885876078508e-06,0.0
85,0.78,7899,698.12,79000,0.0007,924,-0.0021354130003601313,7900,2.1552554585468897e-07,1.4010380482432083e-06,-1.1920928955078125e-07
85,0.78,7999,698.12,80000,0.0007,936,-0.002135545713827014,8000,2.1449837106501946e-07,1.3875365993953892e-06,0.0
85,0.78,8099,698.12,81000,0.0007,948,-0.002135687042027712,8100,2.1633914570884372e-07,1.4115108797341236e-06,0.0
85,0.78,8199,698.12,82000,0.0007,960,-0.0021358190570026636,8200,2.1641440639541543e-07,1.4124043445917778e-06,1.1920928955078125e-07
85,0.78,8299,698.12,83000,0.0007,972,-0.002135924994945526,8300,2.1468140687375126e-07,1.3895379424866405e-06,0.0
85,0.78,8399,698.12,84000,0.0007,985,-0.0021360258106142282,8400,2.1369085345668282e-07,1.3772028069070075e-06,0.0
85,0.78,8499,698.12,85000,0.0007,997,-0.0021361142862588167,8500,2.1274907169299695e-07,1.3651870176545344e-06,-1.1920928955078125e-07
85,0.78,8599,698.12,86000,0.0007,1009,-0.0021361843682825565,8600,2.121551432310298e-07,1.3571424233305152e-06,1.1920928955078125e-07
85,0.78,8699,698.12,87000,0.0007,1021,-0.0021362320985645056,8700,2.1221005397364934e-07,1.357891846964776e-06,0.0
