time/fps,time/iterations,train/policy_loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/entropy_loss,train/explained_variance,time/time_elapsed,train/learning_rate
1676,6000,0.0016900787595659494,5999,190.99,190.99,60000,6.123818366177147e-06,-0.37394702434539795,0.003313899040222168,35,0.0007
1677,6100,0.0033321722876280546,6099,169.97,169.97,61000,3.722000838024542e-05,-0.4932466447353363,-0.0019838809967041016,36,0.0007
1678,6200,0.0005130203207954764,6199,163.31,163.31,62000,1.0102346550411312e-06,-0.5730012059211731,-0.003378152847290039,36,0.0007
1678,6300,0.0057250624522566795,6299,156.04,156.04,63000,7.428195385728031e-05,-0.4296259880065918,-0.0017838478088378906,37,0.0007
1679,6400,0.0026439742650836706,6399,150.08,150.08,64000,2.3492704713135026e-05,-0.4499855935573578,0.002163529396057129,38,0.0007
1679,6500,0.0003664984251372516,6499,150.58,150.58,65000,4.2364700902908226e-07,-0.45188432931900024,-0.0030225515365600586,38,0.0007
1678,6600,0.0006069146329537034,6599,152.87,152.87,66000,1.5528581798207597e-06,-0.3945175111293793,-0.01459348201751709,39,0.0007
1673,6700,0.0025164522230625153,6699,154.13,154.13,67000,2.764657256193459e-05,-0.47062453627586365,0.00638967752456665,40,0.0007
1673,6800,0.00036855018697679043,6799,155.08,155.08,68000,8.591101732235984e-07,-0.5435510873794556,0.0033364295959472656,40,0.0007
1673,6900,0.00042603613110259175,6899,155.25,155.25,69000,1.0393152933829697e-06,-0.5806891322135925,-0.026507139205932617,41,0.0007
1673,7000,0.0021021696738898754,6999,156.69,156.69,70000,3.9982049202080816e-05,-0.5389044284820557,-0.00302731990814209,41,0.0007
1676,7100,0.003128939773887396,7099,160.04,160.04,71000,6.799929542466998e-05,-0.41088905930519104,-0.0007139444351196289,42,0.0007
1678,7200,0.0012533271219581366,7199,163.72,163.72,72000,1.4512636880681384e-05,-0.518838107585907,-0.00078582763671875,42,0.0007
1679,7300,0.00021393774659372866,7299,168.9,168.9,73000,2.3728352971374989e-07,-0.5056012868881226,-0.002789139747619629,43,0.0007
1675,7400,0.00032955085043795407,7399,172.84,172.84,74000,3.686116656353988e-07,-0.4772491455078125,-0.04294407367706299,44,0.0007
1677,7500,-24.097320556640625,7499,173.6,173.6,75000,6460.44921875,-0.4835371971130371,4.172325134277344e-07,44,0.0007
1678,7600,0.0004130018060095608,7599,173.57,173.57,76000,1.3799348153042956e-06,-0.5155408978462219,0.07831382751464844,45,0.0007
1679,7700,0.0030052284710109234,7699,176.04,176.04,77000,2.4443481379421428e-05,-0.42956772446632385,-0.008077502250671387,45,0.0007
1681,7800,0.0012157842284068465,7799,177.38,177.38,78000,7.902237484813668e-06,-0.5480644106864929,-0.016946792602539062,46,0.0007
1682,7900,0.00017015817866194993,7899,178.59,178.59,79000,2.2802851162850857e-07,-0.6103707551956177,0.09152913093566895,46,0.0007
1684,8000,0.0043862261809408665,7999,179.59,179.59,80000,6.674601172562689e-05,-0.5561257600784302,-0.003932833671569824,47,0.0007
1679,8100,0.005320798140019178,8099,178.52,178.52,81000,0.00013915658928453922,-0.5244719386100769,-0.008104920387268066,48,0.0007
1678,8200,-20.295116424560547,8199,167.64,167.64,82000,2127.779296875,-0.5510138273239136,-19.358816146850586,48,0.0007
1678,8300,10.252333641052246,8299,151.41,151.41,83000,3505.087158203125,-0.40327730774879456,0.04235154390335083,49,0.0007
1678,8400,-2.230644941329956,8399,132.26,132.26,84000,35.71183395385742,-0.45744889974594116,-10.07064437866211,50,0.0007
1678,8500,-0.8047667741775513,8499,103.67,103.67,85000,20.670042037963867,-0.4911015033721924,-1.772657871246338,50,0.0007
1679,8600,0.06904975324869156,8599,92.11,92.11,86000,0.8272793889045715,-0.42790549993515015,0.8975047245621681,51,0.0007
1679,8700,0.5915563702583313,8699,87.85,87.85,87000,3.8460071086883545,-0.4662255346775055,0.8971317410469055,51,0.0007
1680,8800,-6.4054059982299805,8799,80.32,80.32,88000,2861.44580078125,-0.42640575766563416,-0.14085447788238525,52,0.0007
1676,8900,-12.269861221313477,8899,76.43,76.43,89000,4897.59619140625,-0.43943658471107483,-0.03212785720825195,53,0.0007
1676,9000,0.028631890192627907,8999,72.45,72.45,90000,0.013152072206139565,-0.3650307059288025,-2.9019222259521484,53,0.0007
1675,9100,-21.69506072998047,9099,68.56,68.56,91000,2929.940673828125,-0.4034845232963562,-0.0075168609619140625,54,0.0007
1675,9200,-5.283251762390137,9199,64.07,64.07,92000,1947.9404296875,-0.42031773924827576,-0.0035839080810546875,54,0.0007
1676,9300,-33.41416931152344,9299,46.82,46.82,93000,5533.82958984375,-0.357451468706131,-0.002707362174987793,55,0.0007
1675,9400,-20.71541404724121,9399,34.12,34.12,94000,4443.82373046875,-0.421232134103775,-0.0006973743438720703,56,0.0007
1675,9500,-25.609243392944336,9499,28.24,28.24,95000,3944.61865234375,-0.3491956889629364,0.1050872802734375,56,0.0007
1677,9600,0.4901932179927826,9599,30.27,30.27,96000,1.9905874729156494,-0.5375074148178101,0.7741846889257431,57,0.0007
1676,9700,0.32463523745536804,9699,37.22,37.22,97000,0.33550184965133667,-0.4657467305660248,-0.10636615753173828,57,0.0007
1672,9800,0.03907039389014244,9799,43.56,43.56,98000,0.011825812049210072,-0.5324695110321045,-1.3951427936553955,58,0.0007
1672,9900,-0.012111029587686062,9899,52.65,52.65,99000,0.0011734134750440717,-0.5068429708480835,0.28622591495513916,59,0.0007
1672,10000,0.005025719758123159,9999,62.26,62.26,100000,0.0002921796985901892,-0.43914714455604553,-197.1494598388672,59,0.0007
1672,10100,0.00024157555890269578,10099,71.82,71.82,101000,0.00016627127479296178,-0.4463706612586975,-14.574705123901367,60,0.0007
1672,10200,0.0011692432453855872,10199,81.42,81.42,102000,4.155957867624238e-05,-0.509837806224823,-0.6983882188796997,60,0.0007
1673,10300,-0.0017810461577028036,10299,91.08,91.08,103000,5.0181370170321316e-05,-0.4183477461338043,-316.58319091796875,61,0.0007
1673,10400,-0.0024478151462972164,10399,100.38,100.38,104000,5.673643318004906e-05,-0.3430832326412201,-23.55402374267578,62,0.0007
1673,10500,0.0011320968624204397,10499,109.93,109.93,105000,5.674710700986907e-05,-0.3555391728878021,-9.152259826660156,62,0.0007
1673,10600,0.0016817993018776178,10599,119.56,119.56,106000,6.454259710153565e-05,-0.3282632529735565,-1.4847025871276855,63,0.0007
1674,10700,0.005754777230322361,10699,129.21,129.21,107000,0.0009327397565357387,-0.3567308783531189,-7.499886512756348,63,0.0007
1670,10800,-0.0002044390421360731,10799,138.67,138.67,108000,1.0977726560668088e-05,-0.4691881239414215,-34900.1953125,64,0.0007
1670,10900,-0.004559292457997799,10899,147.7,147.7,109000,3.336654117447324e-05,-0.23607440292835236,-3.1393113136291504,65,0.0007
1670,11000,0.0003985151997767389,10999,157.29,157.29,110000,2.1376326913014054e-05,-0.34992292523384094,-52.08939743041992,65,0.0007
1670,11100,-0.0016268860781565309,11099,166.89,166.89,111000,2.772427433228586e-05,-0.4196322560310364,0.44400668144226074,66,0.0007
1670,11200,-0.005958962254226208,11199,176.46,176.46,112000,0.00022318777337204665,-0.41820088028907776,-5.516300678253174,67,0.0007
1670,11300,2.954521005449351e-05,11299,186.17,186.17,113000,4.499202077568043e-06,-0.39950934052467346,-22.36098861694336,67,0.0007
1669,11400,5.907449667574838e-05,11399,195.74,195.74,114000,2.647459041327238e-06,-0.3120688796043396,-2.8857638835906982,68,0.0007
1669,11500,-0.0006634420133195817,11499,205.36,205.36,115000,6.756873517588247e-06,-0.3877142071723938,-6.67735481262207,68,0.0007
1670,11600,-0.0012817209353670478,11599,215.0,215.0,116000,6.761366876162356e-06,-0.37220054864883423,-3.1344966888427734,69,0.0007
1670,11700,-0.0006288635777309537,11699,224.24,224.24,117000,4.017539140477311e-06,-0.4002893567085266,-1.404322624206543,70,0.0007
1666,11800,0.00018038098642136902,11799,233.48,233.48,118000,8.401053491979837e-06,-0.24434372782707214,-42.80723190307617,70,0.0007
1666,11900,-0.0007287148619070649,11899,243.18,243.18,119000,2.2140739019960165e-06,-0.3806827962398529,-70.53792572021484,71,0.0007
1666,12000,0.00016697656246833503,11999,252.84,252.84,120000,4.665861979447072e-06,-0.26937437057495117,-1.1955921649932861,71,0.0007
1667,12100,-0.016844388097524643,12099,262.49,262.49,121000,0.0009805148001760244,-0.37962108850479126,-52.141021728515625,72,0.0007
1667,12200,0.00023709745437372476,12199,272.06,272.06,122000,3.877532435581088e-06,-0.31554222106933594,-41.321414947509766,73,0.0007
1668,12300,-0.00011407232523197308,12299,281.66,281.66,123000,1.6676145833116607e-06,-0.3805820941925049,-8.318944931030273,73,0.0007
1668,12400,-0.0002665534266270697,12399,291.13,291.13,124000,1.4719437331223162e-06,-0.40026822686195374,-26.67429542541504,74,0.0007
1668,12500,-0.000583289482165128,12499,300.69,300.69,125000,1.4424265373236267e-06,-0.3303711414337158,-65.69901275634766,74,0.0007
1668,12600,7.261680730152875e-05,12599,310.35,310.35,126000,6.876170118630398e-06,-0.35122185945510864,-3.9719533920288086,75,0.0007
1669,12700,-0.00019363727187737823,12699,319.95,319.95,127000,8.790113383838616e-07,-0.3234102129936218,-6.869575023651123,76,0.0007
1669,12800,0.00028849142836406827,12799,329.51,329.51,128000,6.4889782152022235e-06,-0.1945771723985672,-2.6890869140625,76,0.0007
1665,12900,-0.00023610566859133542,12899,338.73,338.73,129000,7.541268018940173e-07,-0.2724877893924713,-1.9156558513641357,77,0.0007
1665,13000,-0.00037263950798660517,12999,348.37,348.37,130000,7.993018016350106e-07,-0.35541659593582153,-18.435474395751953,78,0.0007
1665,13100,-0.0001166707806987688,13099,357.96,357.96,131000,5.911045946049853e-07,-0.3620070219039917,-5.924108505249023,78,0.0007
1666,13200,3.89773995266296e-05,13199,367.42,367.42,132000,2.5363988243043423e-07,-0.2649052143096924,0.5580212771892548,79,0.0007
1666,13300,4.687632463173941e-05,13299,377.07,377.07,133000,9.213108853600716e-08,-0.3251456022262573,0.8762711137533188,79,0.0007
1666,13400,-6.53618699288927e-05,13399,386.59,386.59,134000,7.977126870173379e-07,-0.37220558524131775,-22.226144790649414,80,0.0007
1667,13500,-0.000694243935868144,13499,396.0,396.0,135000,8.293893074551306e-07,-0.2047659456729889,-54.60600662231445,80,0.0007
1668,13600,0.0003606798709370196,13599,405.64,405.64,136000,1.9584781512094196e-06,-0.19822926819324493,-272.49981689453125,81,0.0007
1669,13700,-0.0001301456504734233,13699,414.94,414.94,137000,1.0888791166507872e-06,-0.3050561547279358,-5.216606616973877,82,0.0007
1670,13800,0.0002082762075588107,13799,424.58,424.58,138000,1.4470191445070668e-06,-0.32214435935020447,-5.020188808441162,82,0.0007
1670,13900,6.427348125725985e-05,13899,433.7,433.7,139000,2.1506216398847755e-06,-0.19489406049251556,-0.4894448518753052,83,0.0007
1666,14000,-4.849222023040056e-05,13999,442.12,442.12,140000,2.8074720148651977e-07,-0.33191460371017456,-1.3036370277404785,84,0.0007
1666,14100,-0.00017231280799023807,14099,450.44,450.44,141000,2.318614860996604e-06,-0.268027126789093,-0.06713378429412842,84,0.0007
1666,14200,-0.00014527924940921366,14199,458.6,458.6,142000,6.109452897362644e-06,-0.2331949919462204,0.2755241394042969,85,0.0007
1666,14300,-0.00013328951899893582,14299,466.74,466.74,143000,1.70961726553287e-07,-0.4359036386013031,-5.35123348236084,85,0.0007
1666,14400,0.00027363584376871586,14399,474.68,474.68,144000,1.28339740967931e-06,-0.340453177690506,-0.35624098777770996,86,0.0007
1666,14500,0.0018647999968379736,14499,482.32,482.32,145000,2.1676689357263967e-05,-0.34943467378616333,-0.4883624315261841,87,0.0007
1666,14600,0.00127910147421062,14599,490.41,490.41,146000,8.790661013335921e-06,-0.3894633650779724,-3.8120474815368652,87,0.0007
1666,14700,0.000542336143553257,14699,496.7,496.7,147000,6.15961607763893e-06,-0.3609682321548462,-102.15885162353516,88,0.0007
1666,14800,-0.0004183608980383724,14799,497.76,497.76,148000,1.2456730473786592e-06,-0.4414840638637543,-6.924338340759277,88,0.0007
1667,14900,-0.00033118025748990476,14899,497.76,497.76,149000,3.977108463004697e-06,-0.4129773676395416,-4.945621967315674,89,0.0007
1667,15000,0.0001418698811903596,14999,497.76,497.76,150000,1.0179821856581839e-06,-0.40863990783691406,-7.330812454223633,89,0.0007
1667,15100,0.00012145531218266115,15099,497.76,497.76,151000,9.639788004278671e-06,-0.4219585061073303,-7.5882768630981445,90,0.0007
1667,15200,0.00043648071005009115,15199,497.76,497.76,152000,2.652546299941605e-06,-0.3451845645904541,-0.40471959114074707,91,0.0007
1662,15300,-0.0005123240407556295,15299,497.76,497.76,153000,9.866489563137293e-07,-0.3623570203781128,-115.82482147216797,92,0.0007
1662,15400,2.3703609258518554e-05,15399,497.76,497.76,154000,3.1191157745524833e-07,-0.36955076456069946,-268.02655029296875,92,0.0007
1662,15500,8.081679698079824e-05,15499,497.76,497.76,155000,5.931360647082329e-07,-0.37695759534835815,-36.641700744628906,93,0.0007
1661,15600,-0.00011382366938050836,15599,497.76,497.76,156000,9.519862942397594e-08,-0.34542134404182434,-5.468468189239502,93,0.0007
1661,15700,6.47738779662177e-05,15699,497.76,497.76,157000,6.570480763912201e-07,-0.38433200120925903,-0.8375037908554077,94,0.0007
1660,15800,-1.2689767572737765e-05,15799,497.76,497.76,158000,4.885194471171417e-07,-0.34105440974235535,-0.8717010021209717,95,0.0007
1660,15900,0.00329333427362144,15899,497.76,497.76,159000,7.824198110029101e-05,-0.2620614171028137,-1.636864185333252,95,0.0007
1660,16000,-0.0013292961521074176,15999,497.76,497.76,160000,2.4672935978742316e-05,-0.3343101143836975,-2.7930898666381836,96,0.0007
1660,16100,0.00045180864981375635,16099,497.76,497.76,161000,4.078616711922223e-06,-0.34253984689712524,-224.8399200439453,96,0.0007
1660,16200,-0.0006654587341472507,16199,497.76,497.76,162000,4.959112175129121e-06,-0.3508826494216919,-1.103532075881958,97,0.0007
1661,16300,-7.5674424806493334e-06,16299,497.76,497.76,163000,7.763155451812054e-08,-0.386739581823349,-3.4293642044067383,98,0.0007
1660,16400,0.0013309895293787122,16399,497.76,497.76,164000,5.3601223044097424e-05,-0.3000866770744324,-2.2916131019592285,98,0.0007
1660,16500,-3.1623516406398267e-05,16499,497.76,497.76,165000,1.5063559999362042e-07,-0.3190825581550598,-1.7007348537445068,99,0.0007
1656,16600,-0.0003223105741199106,16599,497.76,497.76,166000,7.314549179682217e-07,-0.27378442883491516,-0.3216451406478882,100,0.0007
1655,16700,-0.0014737292658537626,16699,497.76,497.76,167000,1.4295376786321867e-05,-0.2726225256919861,-0.30772852897644043,100,0.0007
1655,16800,-0.0004396190051920712,16799,497.76,497.76,168000,1.5199009339994518e-06,-0.31964102387428284,-20.105541229248047,101,0.0007
1656,16900,-0.00012673353194259107,16899,497.76,497.76,169000,5.828798634865962e-07,-0.28035494685173035,-9.978264808654785,102,0.0007
1656,17000,0.0009290745365433395,16999,497.76,497.76,170000,1.325583434663713e-05,-0.2255619317293167,-0.5332509279251099,102,0.0007
1655,17100,0.00026789825642481446,17099,497.76,497.76,171000,1.7994549352806644e-06,-0.3354722857475281,-0.8414889574050903,103,0.0007
1655,17200,-0.0002405212726444006,17199,497.76,497.76,172000,1.8813880160450935e-06,-0.2388734072446823,0.2527492642402649,103,0.0007
1655,17300,-0.00021942674356978387,17299,497.76,497.76,173000,3.9030564380482247e-07,-0.19890284538269043,0.17722535133361816,104,0.0007
1654,17400,-0.00013200085959397256,17399,497.76,497.76,174000,2.3275438252312597e-06,-0.2569221258163452,-0.3395742177963257,105,0.0007
1653,17500,0.00043838657438755035,17499,497.76,497.76,175000,2.4235457658505766e-06,-0.27497318387031555,-0.1527622938156128,105,0.0007
1650,17600,-5.5582047934876755e-05,17599,497.76,497.76,176000,1.4539109827182983e-07,-0.29267892241477966,-1.1424617767333984,106,0.0007
1651,17700,0.00018552043184172362,17699,497.76,497.76,177000,8.569855936002568e-07,-0.24872294068336487,-2.7070488929748535,107,0.0007
1651,17800,8.182482270058244e-05,17799,497.76,497.76,178000,7.328635547310114e-07,-0.20889484882354736,-4.424467086791992,107,0.0007
1649,17900,-0.0002600192092359066,17899,497.76,497.76,179000,5.134148750585155e-07,-0.2550395131111145,0.024412989616394043,108,0.0007
1647,18000,0.0002503973082639277,17999,497.76,497.76,180000,1.0470976121723652e-06,-0.25667688250541687,-1.7279088497161865,109,0.0007
1641,18100,1.6342966773663647e-05,18099,497.76,497.76,181000,7.937778434552456e-08,-0.21999569237232208,-222.1266632080078,110,0.0007
1640,18200,-0.0001321436429861933,18199,497.76,497.76,182000,9.10187395675166e-07,-0.22929346561431885,0.27156221866607666,110,0.0007
1641,18300,-2.39893688558368e-06,18299,497.76,497.76,183000,1.6785342893399502e-07,-0.22767260670661926,nan,111,0.0007
1641,18400,-0.0007847087690606713,18399,497.76,497.76,184000,7.025128979876172e-06,-0.2350519895553589,0.05059331655502319,112,0.0007
1641,18500,-0.0005524581065401435,18499,497.76,497.76,185000,3.6221986192686018e-06,-0.24004128575325012,0.03427940607070923,112,0.0007
1640,18600,-2.1587762603303418e-05,18599,497.76,497.76,186000,9.640352516271378e-08,-0.20229551196098328,-3.817807674407959,113,0.0007
1640,18700,-0.0007066379184834659,18699,497.76,497.76,187000,1.8702936586123542e-06,-0.20176151394844055,-43.741798400878906,113,0.0007
1640,18800,-0.0002050437469733879,18799,497.76,497.76,188000,1.3495912298822077e-06,-0.24817053973674774,0.5316315293312073,114,0.0007
1639,18900,3.512444891384803e-05,18899,497.76,497.76,189000,6.990157999098301e-07,-0.21652185916900635,-2.742361307144165,115,0.0007
1638,19000,-8.562700531911105e-05,18999,497.76,497.76,190000,1.5728699054307071e-06,-0.21987983584403992,0.023399293422698975,115,0.0007
1638,19100,-0.00013650802429765463,19099,497.76,497.76,191000,7.755879778414965e-07,-0.2687756419181824,0.5337668359279633,116,0.0007
1638,19200,-0.0004315837286412716,19199,497.76,497.76,192000,1.5071360394358635e-05,-0.2930890917778015,-1.1204829216003418,117,0.0007
1638,19300,-8.91678428160958e-05,19299,497.76,497.76,193000,7.277820373019495e-07,-0.27928870916366577,-0.0867687463760376,117,0.0007
1638,19400,1.5660032204323215e-06,19399,497.76,497.76,194000,8.851289976519183e-07,-0.22152110934257507,-19.782196044921875,118,0.0007
1638,19500,0.00018580228788778186,19499,497.76,497.76,195000,1.9608414731919765e-06,-0.3165079653263092,-61.47147750854492,119,0.0007
1634,19600,-6.321307591861114e-05,19599,500.0,500.0,196000,6.598303912142001e-07,-0.28801387548446655,0.07912158966064453,119,0.0007
1634,19700,6.807790487073362e-05,19699,500.0,500.0,197000,9.248731771549501e-07,-0.2682172954082489,-13.021431922912598,120,0.0007
1635,19800,-0.00017653910617809743,19799,500.0,500.0,198000,9.718409046399756e-07,-0.35557684302330017,0.755270466208458,121,0.0007
1635,19900,6.238423520699143e-05,19899,500.0,500.0,199000,4.288682191599946e-07,-0.29441919922828674,-785.3284912109375,121,0.0007
1635,20000,0.00013344344915822148,19999,500.0,500.0,200000,4.1912426240742207e-07,-0.2878398299217224,-5.391261577606201,122,0.0007
