time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,time/time_elapsed,train/loss,train/n_updates,train/learning_rate
325,2.38,311.06,380388,1408,0.05,1169,0.0006366729503497481,94846,0.001
325,2.29,306.58,381386,1412,0.05,1172,0.0013981473166495562,95096,0.001
325,2.26,302.05,382533,1416,0.05,1176,0.005539377685636282,95383,0.001
325,2.31,304.26,383587,1420,0.05,1179,0.002947114175185561,95646,0.001
325,2.41,308.07,385152,1424,0.05,1184,0.0024462752044200897,96037,0.001
325,2.37,300.79,386119,1428,0.05,1187,0.003793739713728428,96279,0.001
325,2.24,292.23,386772,1432,0.05,1189,0.0011266323272138834,96442,0.001
325,2.18,286.3,387712,1436,0.05,1192,0.0017901693936437368,96677,0.001
325,2.14,279.67,388995,1440,0.05,1196,0.003014362882822752,96998,0.001
325,2.16,279.0,390077,1444,0.05,1199,0.001832652254961431,97269,0.001
325,2.08,277.18,391558,1448,0.05,1204,0.0010027015814557672,97639,0.001
325,2.13,277.77,392777,1452,0.05,1208,0.002091787289828062,97944,0.001
325,2.06,270.82,393862,1456,0.05,1211,0.001410944969393313,98215,0.001
325,2.05,271.32,395184,1460,0.05,1215,0.0021998814772814512,98545,0.001
324,2.13,278.38,396923,1464,0.05,1221,0.0013007975649088621,98980,0.001
324,2.09,278.84,398245,1468,0.05,1225,0.0019916053861379623,99311,0.001
324,2.14,278.48,399249,1472,0.05,1228,0.0050552478060126305,99562,0.001
