time/fps,time/iterations,train/policy_loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/entropy_loss,train/explained_variance,time/time_elapsed,train/learning_rate
1161,4500,0.4867256283760071,4499,-103.32022417,282.72,45000,5.712459564208984,-0.603651762008667,-0.23436033725738525,38,0.0007
1161,4600,13.85578727722168,4599,-103.80373221000002,273.31,46000,586.2388916015625,-0.5529569983482361,-0.004806160926818848,39,0.0007
1160,4700,6.855532169342041,4699,-101.08733069000002,277.29,47000,150.27163696289062,-0.6453216075897217,0.25311988592147827,40,0.0007
1160,4800,4.601659774780273,4799,-95.46788810000002,276.3,48000,407.62603759765625,-0.6200476288795471,-0.027240633964538574,41,0.0007
1160,4900,2.176558017730713,4899,-90.08100903999998,277.81,49000,10.707632064819336,-0.6628265380859375,-0.1450263261795044,42,0.0007
1160,5000,-0.32796818017959595,4999,-88.62748675000003,281.68,50000,7.2021484375,-0.569603443145752,-0.13373708724975586,43,0.0007
1159,5100,-8.173830032348633,5099,-89.27923121999999,279.85,51000,393.2755432128906,-0.670922577381134,-0.003885507583618164,43,0.0007
1159,5200,-12.398478507995605,5199,-94.03120596,278.42,52000,450.3377990722656,-0.3409268260002136,0.31386303901672363,44,0.0007
1158,5300,1.7562150955200195,5299,-93.87533375999998,280.14,53000,12.094703674316406,-0.6342266798019409,0.7057188749313354,45,0.0007
1158,5400,0.7669132351875305,5399,-93.55635878999999,281.8,54000,17.588937759399414,-0.47455844283103943,-1.40022873878479,46,0.0007
1158,5500,0.23358730971813202,5499,-93.75071922999997,280.2,55000,7.3664374351501465,-0.1742991805076599,0.5400542318820953,47,0.0007
1158,5600,-6.9915289878845215,5599,-91.50042611999999,282.01,56000,62.115692138671875,-0.8156960606575012,0.5317421853542328,48,0.0007
1158,5700,1.7882417440414429,5699,-85.29121986999996,285.35,57000,15.361178398132324,-0.7145570516586304,0.6455756723880768,49,0.0007
1158,5800,-5.135066986083984,5799,-83.02878875999998,285.61,58000,118.5838851928711,-0.5352438688278198,0.25259536504745483,50,0.0007
1158,5900,-5.09574031829834,5899,-81.74616556999999,289.53,59000,54.59233474731445,-0.8013070821762085,0.03992229700088501,50,0.0007
1158,6000,-4.095205783843994,5999,-80.09322818999999,289.69,60000,36.60332489013672,-0.5510463714599609,0.5159009397029877,51,0.0007
1158,6100,1.0192749500274658,6099,-69.68632101,292.66,61000,5.249152183532715,-0.44205784797668457,-2.2413992881774902,52,0.0007
1159,6200,-9.318281173706055,6199,-66.22712469000001,290.89,62000,4356.99951171875,-0.25723105669021606,-0.1103050708770752,53,0.0007
1158,6300,-0.22204537689685822,6299,-61.548943240000014,292.55,63000,0.18334920704364777,-0.13299530744552612,0.009549260139465332,54,0.0007
1160,6400,-2.631197690963745,6399,-60.41550110999999,294.12,64000,14.407760620117188,-0.5543972253799438,0.01648932695388794,55,0.0007
1161,6500,8.83576774597168,6499,-56.74366590999999,289.63,65000,255.19680786132812,-0.5822840332984924,-0.14914631843566895,55,0.0007
1161,6600,0.44405287504196167,6599,-52.03273083000001,289.78,66000,7.563603401184082,-0.47065991163253784,-0.17128849029541016,56,0.0007
1161,6700,-3.526459217071533,6699,-48.80169051000001,290.61,67000,169.8153533935547,-0.5776034593582153,0.01094275712966919,57,0.0007
1161,6800,4.86557149887085,6799,-54.40681946999999,290.59,68000,185.97230529785156,-0.5599663853645325,-0.03664851188659668,58,0.0007
1161,6900,-1.462067723274231,6899,-58.03283252999999,286.66,69000,6.934486389160156,-0.6480266451835632,0.9418065547943115,59,0.0007
1161,7000,-2.9691662788391113,6999,-52.86403394999999,288.78,70000,14.2755708694458,-0.3849727511405945,0.03346186876296997,60,0.0007
1161,7100,-0.8869864344596863,7099,-52.81103242000001,290.4,71000,4086.37158203125,-0.06692489981651306,-0.3447303771972656,61,0.0007
1161,7200,-8.171870231628418,7199,-46.54315487000001,287.47,72000,75.41609954833984,-1.018912672996521,0.3480718731880188,61,0.0007
1161,7300,-1.9715925455093384,7299,-41.69598188999999,287.08,73000,4.574891090393066,-0.8838645219802856,0.9025035873055458,62,0.0007
1160,7400,1.1189496517181396,7399,-38.741947669999995,291.23,74000,52.43439483642578,-0.4360327124595642,0.02735501527786255,63,0.0007
1160,7500,1.0899875164031982,7499,-37.694355279999996,293.9,75000,56.111549377441406,-0.4706464409828186,0.3540160655975342,64,0.0007
1160,7600,3.6301803588867188,7599,-34.43321779,294.18,76000,44.08738327026367,-0.630233883857727,-0.5954684019088745,65,0.0007
1160,7700,-0.5356892943382263,7699,-34.11170725,296.03,77000,3.0299835205078125,-0.5514360070228577,0.1908283829689026,66,0.0007
1160,7800,-5.121528148651123,7799,-33.14126051999999,297.53,78000,43.72835922241211,-0.4729405343532562,0.012425541877746582,67,0.0007
1159,7900,3.689309597015381,7899,-36.65195587999999,299.08,79000,42.88195037841797,-0.5457038283348083,-0.05292212963104248,68,0.0007
1159,8000,0.8176500201225281,7999,-39.00784787,290.84,80000,29.808385848999023,-0.6619063019752502,0.7519332021474838,69,0.0007
1158,8100,0.7369030117988586,8099,-29.12296444,284.22,81000,1.768426537513733,-0.5613213777542114,0.8145354688167572,69,0.0007
1158,8200,1.3786346912384033,8199,-26.82329127,279.99,82000,19.29085922241211,-0.5388389825820923,0.35029667615890503,70,0.0007
1157,8300,3.467911958694458,8299,-25.181099950000004,283.13,83000,74.151611328125,-0.6081809401512146,0.308014452457428,71,0.0007
1157,8400,3.1542325019836426,8399,-26.0436287,282.76,84000,22.93315887451172,-0.8487794995307922,0.5290794968605042,72,0.0007
1157,8500,-0.26706165075302124,8499,-26.090404480000004,274.97,85000,1.7114992141723633,-0.604878306388855,0.9653138183057308,73,0.0007
1157,8600,5.484834671020508,8599,-22.16510228,269.85,86000,113.18272399902344,-0.5675976872444153,-0.17906427383422852,74,0.0007
1157,8700,-0.017854798585176468,8699,-19.16526519,267.03,87000,2.5737764835357666,-0.5614794492721558,0.9287386536598206,75,0.0007
1157,8800,0.0003734741476364434,8799,-20.3450229,256.29,88000,10.27985668182373,-0.0020890329033136368,0.592045933008194,76,0.0007
1157,8900,2.8546929359436035,8899,-24.287629430000003,258.72,89000,32.457420349121094,-0.5271255373954773,-0.6906921863555908,76,0.0007
1157,9000,0.49200940132141113,8999,-18.772546219999995,262.08,90000,0.2728547155857086,-0.4888896942138672,0.9583811908960342,77,0.0007
1157,9100,-1.3526532649993896,9099,-7.38243472,265.74,91000,53.47259521484375,-0.370745986700058,-1.9795022010803223,78,0.0007
1157,9200,3.8584651947021484,9199,-7.55865557,262.52,92000,474.30126953125,-0.5623676180839539,-3.1766953468322754,79,0.0007
1158,9300,-1.5775269269943237,9299,-4.0967835500000005,265.2,93000,2.184520721435547,-1.1981074810028076,0.9564048275351524,80,0.0007
1158,9400,-1.290826439857483,9399,10.126254329999997,264.18,94000,3.5978565216064453,-0.7201476097106934,0.9255609288811684,81,0.0007
1158,9500,0.36289042234420776,9499,13.624054150000001,258.17,95000,12.689821243286133,-0.2799242436885834,0.9706119783222675,81,0.0007
1158,9600,-7.769883632659912,9599,10.464000890000001,249.99,96000,4057.41845703125,-0.1042114645242691,-0.7851616144180298,82,0.0007
1158,9700,0.10508908331394196,9699,12.82070546,244.56,97000,52.130638122558594,-0.0607745535671711,-1.1877250671386719,83,0.0007
1158,9800,-5.726227760314941,9799,10.6641655,238.42,98000,208.38198852539062,-0.5337618589401245,-0.31329452991485596,84,0.0007
1158,9900,3.9481430053710938,9899,13.995845870000004,231.99,99000,30.61395263671875,-0.49068182706832886,0.06311196088790894,85,0.0007
1158,10000,9.595013618469238,9999,12.598769009999998,222.67,100000,307.1148986816406,-0.19937822222709656,0.22658157348632812,86,0.0007
1158,10100,0.19981762766838074,10099,16.08850035,218.73,101000,9.376133918762207,-0.46163520216941833,0.112185537815094,87,0.0007
1158,10200,-0.2526476979255676,10199,16.1972542,218.22,102000,1.24708092212677,-0.6494939923286438,0.8689611405134201,88,0.0007
1158,10300,2.1143789291381836,10299,18.01239765,220.56,103000,16.404409408569336,-0.6915098428726196,0.3813229203224182,88,0.0007
1157,10400,-2.662027597427368,10399,16.60101538,219.06,104000,10.880189895629883,-0.9593588709831238,0.6412265300750732,89,0.0007
1157,10500,-2.9584665298461914,10499,16.9710895,209.08,105000,12.505468368530273,-0.6271283626556396,0.8478632718324661,90,0.0007
1158,10600,-3.3455021381378174,10599,17.08990349,206.66,106000,111.65325927734375,-0.39297905564308167,0.5375271141529083,91,0.0007
1158,10700,-0.33795636892318726,10699,11.513842120000001,196.55,107000,0.7107603549957275,-0.6344908475875854,0.9841470587998629,92,0.0007
1158,10800,3.116044282913208,10799,12.129751140000002,186.71,108000,72.91004943847656,-0.5624475479125977,0.3198438882827759,93,0.0007
1159,10900,-4.198723316192627,10899,0.9753340599999989,176.33,109000,111.32891845703125,-0.3949814736843109,-0.42620182037353516,94,0.0007
1160,11000,0.2932579517364502,10999,-6.92351004,166.82,110000,7.353557586669922,-0.7654131650924683,0.409140944480896,94,0.0007
1160,11100,5.585472583770752,11099,-11.086825399999999,163.56,111000,120.3638916015625,-0.430460125207901,0.7417449355125427,95,0.0007
1160,11200,4.52469539642334,11199,-14.13867699,158.42,112000,38.61391067504883,-1.0824995040893555,0.5844362676143646,96,0.0007
1160,11300,1.4086552858352661,11299,-11.877852610000001,157.06,113000,7.129269599914551,-1.0345247983932495,0.4176357388496399,97,0.0007
1160,11400,0.7461858987808228,11399,-15.2505582,154.5,114000,2.271782398223877,-0.548322319984436,0.5864284932613373,98,0.0007
1159,11500,-3.0080971717834473,11499,-17.94690189,152.16,115000,22.711139678955078,-0.8023277521133423,-4.853028297424316,99,0.0007
1159,11600,-3.4567980766296387,11599,-25.92275536,141.98,116000,19.486209869384766,-0.7145825624465942,0.3861977458000183,100,0.0007
1159,11700,2.1486964225769043,11699,-30.39061912999999,136.36,117000,20.49057960510254,-0.5833812355995178,0.6803095936775208,100,0.0007
1159,11800,2.6514296531677246,11799,-32.86657968,131.97,118000,34.800682067871094,-0.667137086391449,-0.17922627925872803,101,0.0007
1158,11900,2.031404733657837,11899,-33.13585585,127.64,119000,20.243600845336914,-0.5870057344436646,-0.06840598583221436,102,0.0007
1158,12000,-1.1240956783294678,11999,-29.784895889999994,131.05,120000,4.651309013366699,-0.8632725477218628,0.3474065065383911,103,0.0007
1158,12100,-0.6301542520523071,12099,-29.335115549999998,133.5,121000,14.011651992797852,-0.22930867969989777,-0.35456812381744385,104,0.0007
1158,12200,-2.191959857940674,12199,-21.648577419999995,136.13,122000,62.9072265625,-0.23641887307167053,0.5563530623912811,105,0.0007
1158,12300,4.029482841491699,12299,-17.14667007,141.03,123000,20.90139389038086,-0.5545801520347595,0.5543110370635986,106,0.0007
1158,12400,-0.1336420178413391,12399,-14.97530236,144.06,124000,0.20174185931682587,-0.5631589293479919,0.6256908774375916,107,0.0007
1158,12500,-3.268291473388672,12499,-11.503058990000001,153.14,125000,15.384260177612305,-0.6826907396316528,0.7764089554548264,107,0.0007
1158,12600,0.011462366208434105,12599,-11.265684950000002,154.59,126000,4.365306854248047,-0.042539965361356735,0.039940834045410156,108,0.0007
1158,12700,1.47648286819458,12699,-8.90121249,155.4,127000,47.90222930908203,-0.4512588381767273,0.3058661222457886,109,0.0007
1158,12800,1.1762354373931885,12799,-6.5195267999999995,156.71,128000,3.1890058517456055,-1.1192322969436646,0.9238695204257965,110,0.0007
1158,12900,-2.9580976963043213,12899,-6.809332559999999,156.19,129000,24.585878372192383,-0.8121020197868347,-1.3803699016571045,111,0.0007
1157,13000,0.3406938314437866,12999,-4.451945919999998,157.42,130000,1.7642457485198975,-0.5008184909820557,0.9434146508574486,112,0.0007
1157,13100,-1.8534904718399048,13099,-1.6030739099999998,161.53,131000,18.60638427734375,-0.7274577021598816,-0.268312931060791,113,0.0007
1157,13200,-8.518176078796387,13199,2.2030460300000003,165.88,132000,2694.63134765625,-0.20337799191474915,0.4610242247581482,114,0.0007
1157,13300,0.014930826611816883,13299,8.196846460000003,171.89,133000,0.21919579803943634,-0.5592926740646362,0.791493758559227,114,0.0007
1157,13400,-0.8471579551696777,13399,15.012067740000004,175.79,134000,1.9749395847320557,-0.9062341451644897,0.06356203556060791,115,0.0007
1156,13500,1.138373613357544,13499,15.938041020000005,182.94,135000,4.045536994934082,-0.7953277826309204,0.8452441990375519,116,0.0007
1156,13600,0.3412618637084961,13599,21.349651870000002,188.78,136000,8.329069137573242,-0.7672547101974487,-0.5904043912887573,117,0.0007
1155,13700,-0.30070623755455017,13699,21.46433157,197.69,137000,2.3149473667144775,-0.6031574010848999,0.31220579147338867,118,0.0007
1155,13800,4.447908401489258,13799,23.461706030000006,203.64,138000,17.960084915161133,-0.4919924736022949,-0.30426132678985596,119,0.0007
1155,13900,-1.817867636680603,13899,25.80652752,209.58,139000,4.516648292541504,-0.7683886289596558,0.7990712076425552,120,0.0007
1156,14000,0.7491725087165833,13999,29.40894749,222.47,140000,2.563997507095337,-0.7786003351211548,-1.6751813888549805,121,0.0007
1156,14100,-1.195418357849121,14099,35.20837300000001,230.43,141000,1.4568935632705688,-0.7585028409957886,0.7484048008918762,121,0.0007
1156,14200,1.740504264831543,14199,40.64426232000001,235.23,142000,6.23187780380249,-0.8236648440361023,0.24296998977661133,122,0.0007
1156,14300,3.2938029766082764,14299,38.80761704,243.52,143000,58.330596923828125,-0.782446026802063,0.05192822217941284,123,0.0007
1156,14400,-0.5528632998466492,14399,39.837286750000004,252.37,144000,1.0038518905639648,-0.876021683216095,0.5764657855033875,124,0.0007
1156,14500,-2.144564628601074,14499,40.60228971000001,260.77,145000,2.140965223312378,-0.5602291822433472,0.7138565480709076,125,0.0007
1155,14600,1.09054696559906,14599,44.861949519999996,270.19,146000,1.420395851135254,-0.6855167746543884,0.9645828902721405,126,0.0007
1155,14700,-0.6178872585296631,14699,46.74895155,274.85,147000,1.1875817775726318,-0.8500968813896179,0.5118212699890137,127,0.0007
1156,14800,0.7229344844818115,14799,47.200674590000006,283.3,148000,9.681574821472168,-0.44813594222068787,0.4294201135635376,128,0.0007
1156,14900,-3.2868332862854004,14899,49.00820779,291.15,149000,13.4924955368042,-0.8074323534965515,-0.03641343116760254,128,0.0007
1156,15000,0.5932671427726746,14999,49.33287764,299.77,150000,1.3531776666641235,-0.8508635759353638,0.5126648545265198,129,0.0007
1156,15100,-4.531970500946045,15099,51.98299358,305.71,151000,23.296236038208008,-0.7988555431365967,-0.4492042064666748,130,0.0007
1156,15200,-1.5216349363327026,15199,51.388098469999996,314.11,152000,6.046319007873535,-1.0003578662872314,0.22621756792068481,131,0.0007
1156,15300,-4.9613037109375,15299,49.60943227,323.0,153000,40.80183410644531,-0.8399704098701477,-0.32174086570739746,132,0.0007
1156,15400,1.7130839824676514,15399,49.41732986,331.48,154000,20.817325592041016,-0.9911815524101257,0.3380420207977295,133,0.0007
1155,15500,-1.2192914485931396,15499,50.76312989,339.06,155000,3.109178304672241,-0.7870931625366211,0.10170674324035645,134,0.0007
1155,15600,0.07119034230709076,15599,50.728516769999985,341.5,156000,1.4360326528549194,-0.8790580630302429,0.116696298122406,134,0.0007
1155,15700,1.4606794118881226,15699,47.104334949999995,350.77,157000,14.172422409057617,-1.0100748538970947,-1.3996281623840332,135,0.0007
1155,15800,1.084612488746643,15799,46.03602298,359.21,158000,4.298504829406738,-0.7639635801315308,-0.9655724763870239,136,0.0007
1155,15900,-0.11809587478637695,15899,46.91612354,363.45,159000,0.5383818745613098,-0.6696220636367798,-0.019269466400146484,137,0.0007
1155,16000,-0.7571924924850464,15999,44.95540604,366.17,160000,1.1314468383789062,-0.5269142389297485,0.6041865646839142,138,0.0007
1155,16100,-2.2592294216156006,16099,41.488427019999996,374.15,161000,18.628345489501953,-0.7795127630233765,-4.065830230712891,139,0.0007
1155,16200,0.38314318656921387,16199,43.700695169999996,376.89,162000,1.1210052967071533,-0.5838853120803833,0.1324911117553711,140,0.0007
1155,16300,0.1801556944847107,16299,41.346484649999994,374.64,163000,5.959960460662842,-0.8233199119567871,-0.0784296989440918,141,0.0007
1155,16400,0.11775849759578705,16399,39.29043909000001,382.26,164000,26.009130477905273,-0.10745824873447418,-0.07790017127990723,141,0.0007
1155,16500,-0.8990829586982727,16499,40.82100669,388.27,165000,5.944694519042969,-0.7586921453475952,-0.6169308423995972,142,0.0007
1155,16600,1.3049792051315308,16599,38.37451303,403.84,166000,3.875605344772339,-0.945410430431366,-1.4710745811462402,143,0.0007
1155,16700,-0.34804534912109375,16699,39.45985227999999,411.35,167000,6.995359897613525,-0.7912132740020752,0.1894819140434265,144,0.0007
1155,16800,-3.262821674346924,16799,37.6598809,419.35,168000,6.97797155380249,-0.8328949213027954,0.018228590488433838,145,0.0007
1155,16900,0.9441825747489929,16899,33.22945094,425.31,169000,4.4018402099609375,-0.7231811285018921,0.09386265277862549,146,0.0007
1155,17000,-0.17313043773174286,16999,35.178515229999995,430.32,170000,0.42868345975875854,-0.8436287045478821,0.3903787136077881,147,0.0007
1155,17100,0.15199966728687286,17099,32.54138437,435.36,171000,5.487802982330322,-0.556955099105835,0.16159486770629883,147,0.0007
1155,17200,0.35615044832229614,17199,29.474453829999998,443.91,172000,1.5095871686935425,-0.7939633131027222,0.3608168959617615,148,0.0007
1155,17300,-52.00878143310547,17299,26.65510387000001,452.24,173000,3848.32666015625,-0.7023938894271851,0.510260283946991,149,0.0007
1155,17400,-2.5034451484680176,17399,29.152104740000006,456.3,174000,17.449710845947266,-0.6685860753059387,-0.09826397895812988,150,0.0007
1155,17500,-3.184217929840088,17499,30.245357460000005,463.36,175000,12.203092575073242,-0.818202018737793,0.3008587956428528,151,0.0007
1155,17600,-0.7454608678817749,17599,29.227825470000006,467.97,176000,2.533210277557373,-0.8485937118530273,0.43847328424453735,152,0.0007
1154,17700,-0.04796780273318291,17699,29.3019497,472.18,177000,23.86651039123535,-0.07096920907497406,0.00019562244415283203,153,0.0007
1154,17800,-0.8644277453422546,17799,30.962541129999998,470.65,178000,3.3208389282226562,-0.49174046516418457,0.8590245991945267,154,0.0007
1154,17900,1.3470715284347534,17899,27.870760490000002,467.25,179000,11.90290641784668,-0.4424172341823578,0.7902025133371353,155,0.0007
1154,18000,-2.344578981399536,17999,21.48051428,464.86,180000,21.52561378479004,-0.4924398958683014,0.6517229974269867,155,0.0007
1154,18100,-0.9240538477897644,18099,17.307290480000002,461.17,181000,17.809831619262695,-0.49756327271461487,0.2143804430961609,156,0.0007
1155,18200,0.43844375014305115,18199,8.468655029999997,445.47,182000,106.8448715209961,-0.26389843225479126,0.08814573287963867,157,0.0007
1154,18300,3.302661180496216,18299,9.988582999999998,432.2,183000,14.532432556152344,-0.6229275465011597,0.10141009092330933,158,0.0007
1154,18400,-0.4266994595527649,18399,-2.16400084,428.29,184000,0.6001259088516235,-0.37318432331085205,0.5866751670837402,159,0.0007
1154,18500,0.029496723785996437,18499,-5.79039175,427.73,185000,1.161475658416748,-0.47751539945602417,0.042845845222473145,160,0.0007
1154,18600,0.5805816054344177,18599,-0.03602997999999871,423.04,186000,3.786027193069458,-0.37984105944633484,0.4706031084060669,161,0.0007
1154,18700,-1.0759055614471436,18699,-0.9032085800000023,415.04,187000,2.160865306854248,-0.545702338218689,0.13361108303070068,161,0.0007
1154,18800,1.792415976524353,18799,-2.929634480000002,418.07,188000,7.6979780197143555,-0.8222826719284058,-0.09323060512542725,162,0.0007
1154,18900,-5.191298007965088,18899,-5.510064769999999,422.93,189000,20.57110595703125,-0.566320538520813,0.15074294805526733,163,0.0007
1154,19000,0.20467090606689453,18999,-3.6594550100000025,416.41,190000,0.9024527668952942,-0.38815897703170776,-0.5506759881973267,164,0.0007
1154,19100,-0.10546332597732544,19099,-0.8545572400000014,409.71,191000,0.5597974061965942,-0.658613383769989,0.34389978647232056,165,0.0007
1154,19200,17.660947799682617,19199,-1.768219419999999,407.22,192000,463.63458251953125,-0.8498474955558777,0.6671452522277832,166,0.0007
1154,19300,-3.781029224395752,19299,-2.63908527,414.43,193000,22.1586971282959,-1.0575683116912842,-0.057346224784851074,167,0.0007
1154,19400,-0.4274393916130066,19399,-2.0338969899999997,410.15,194000,3.3892295360565186,-0.8055281639099121,0.0032913684844970703,168,0.0007
1154,19500,-13.991032600402832,19499,-1.6666860099999963,396.63,195000,2391.516845703125,-0.2244308441877365,0.3575393557548523,168,0.0007
1154,19600,-0.029755335301160812,19599,0.1556533400000015,390.32,196000,1.8043934106826782,-0.7638890743255615,-0.1480921506881714,169,0.0007
1154,19700,0.3663097321987152,19699,-1.117948299999999,389.62,197000,0.8245027661323547,-0.6403371095657349,0.7229688465595245,170,0.0007
1154,19800,0.1585616171360016,19799,1.6356459700000014,390.29,198000,3.3289566040039062,-0.8726857900619507,-0.11575460433959961,171,0.0007
1154,19900,2.74214243888855,19899,-0.9710351300000005,394.55,199000,13.414912223815918,-0.37035071849823,0.3023405075073242,172,0.0007
1154,20000,0.9443602561950684,19999,-1.6299492799999995,394.2,200000,5.422717571258545,-0.6272922158241272,0.923114225268364,173,0.0007
1153,20100,1.0261749029159546,20099,5.441537189999999,387.33,201000,4.28382682800293,-0.49866342544555664,0.5201538801193237,174,0.0007
