rollout/ep_rew_mean,train/entropy_loss,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/n_updates,train/policy_loss,time/fps,train/value_loss,train/learning_rate,rollout/ep_len_mean
491.14,-0.5325592756271362,41700,417000,245,-0.9823529720306396,41699,1.0589350495138206e-05,1696,3.3527611797978807e-09,0.0007,491.14
491.14,-0.511597216129303,41800,418000,246,-1.1235294342041016,41799,-1.7864731489680707e-05,1696,1.973239793784387e-09,0.0007,491.14
493.41,-0.4964812397956848,41900,419000,246,-0.006714344024658203,41899,-0.0010374832199886441,1696,4.619051651388872e-06,0.0007,493.41
493.41,-0.5528077483177185,42000,420000,247,-0.32352936267852783,41999,9.828276233747602e-06,1696,1.158332429973541e-09,0.0007,493.41
494.95,-0.5121365785598755,42100,421000,248,0.03632056713104248,42099,-6.505996134364977e-05,1696,4.0204032103474674e-08,0.0007,494.95
494.95,-0.40730801224708557,42200,422000,248,0.01683872938156128,42199,-8.522584539605305e-05,1696,4.9732626905552024e-08,0.0007,494.95
494.95,-0.5191534161567688,42300,423000,249,-0.04640066623687744,42299,-0.00026598223485052586,1696,6.799585889893933e-07,0.0007,494.95
494.95,-0.4896032214164734,42400,424000,250,-0.1499999761581421,42399,2.5962901418097317e-05,1695,6.105983718640573e-09,0.0007,494.95
494.95,-0.5175074338912964,42500,425000,250,-0.05221700668334961,42499,-0.0001205141088576056,1695,1.649546845783334e-07,0.0007,494.95
494.95,-0.4507705569267273,42600,426000,251,0.08514297008514404,42599,3.540800025803037e-05,1695,6.973277955069079e-09,0.0007,494.95
494.95,-0.4222484230995178,42700,427000,251,-1.8517646789550781,42699,1.7710251995595172e-05,1696,2.741580740206473e-09,0.0007,494.95
494.95,-0.44580763578414917,42800,428000,252,-0.17561912536621094,42799,-0.00015783448179718107,1695,1.8744613328181003e-07,0.0007,494.95
494.95,-0.452911913394928,42900,429000,252,0.034710824489593506,42899,3.326658406876959e-05,1695,1.2654345127316446e-08,0.0007,494.95
493.48,-0.3860435485839844,43000,430000,253,-24.5,42999,2.57048577623209e-05,1695,3.1257514354621208e-09,0.0007,493.48
493.48,-0.4479474425315857,43100,431000,254,-0.36588215827941895,43099,2.0094801584491506e-05,1695,2.4563633349572456e-09,0.0007,493.48
494.68,-0.49104994535446167,43200,432000,254,-1.3541176319122314,43199,-6.590196903744072e-07,1694,1.2048986253176963e-09,0.0007,494.68
494.68,-0.4905034005641937,43300,433000,255,0.008695662021636963,43299,1.996854552999139e-05,1695,3.6088749766349792e-09,0.0007,494.68
494.68,-0.3863644003868103,43400,434000,255,-0.01444995403289795,43399,0.0009234551107510924,1695,1.0522460797801614e-05,0.0007,494.68
494.68,-0.4348253309726715,43500,435000,256,0.011918783187866211,43499,0.0008581752190366387,1695,5.024659913033247e-06,0.0007,494.68
494.68,-0.43318241834640503,43600,436000,257,-0.15315496921539307,43599,7.107531564543024e-05,1695,5.5431154777352276e-08,0.0007,494.68
494.68,-0.47341784834861755,43700,437000,257,-0.004254579544067383,43699,0.00018347626610193402,1695,4.066561700710736e-07,0.0007,494.68
494.68,-0.43781012296676636,43800,438000,258,0.01020902395248413,43799,0.00021723269310314208,1695,6.962567340451642e-07,0.0007,494.68
494.68,-0.35658079385757446,43900,439000,258,-0.05671679973602295,43899,0.0004495386383496225,1696,5.69114354220801e-06,0.0007,494.68
494.68,-0.34694987535476685,44000,440000,259,0.06737518310546875,43999,-0.00017655767442192882,1696,1.54942966901217e-07,0.0007,494.68
494.68,-0.4133618474006653,44100,441000,259,-0.004367351531982422,44099,-0.0006359668332152069,1696,5.12598217028426e-06,0.0007,494.68
494.68,-0.42384806275367737,44200,442000,260,-0.03609776496887207,44199,-0.0002518616965971887,1696,2.897152398873004e-06,0.0007,494.68
494.68,-0.4382171034812927,44300,443000,261,-0.01623988151550293,44299,-0.0003670920559670776,1696,2.434832367725903e-06,0.0007,494.68
494.68,-0.3260337710380554,44400,444000,261,-0.6247059106826782,44399,2.5155426556011662e-05,1697,1.728767573538903e-09,0.0007,494.68
494.68,-0.4416084885597229,44500,445000,262,0.10485297441482544,44499,-0.0001541613310109824,1697,1.9387807981274818e-07,0.0007,494.68
494.68,-0.4484299123287201,44600,446000,262,-0.09161889553070068,44599,0.00046274889609776437,1697,1.1507247563713463e-06,0.0007,494.68
494.68,-0.42503586411476135,44700,447000,263,-0.01028585433959961,44699,0.0008538883412256837,1698,4.1938387767004315e-06,0.0007,494.68
494.68,-0.35854631662368774,44800,448000,263,0.041720032691955566,44799,-0.0018133502453565598,1698,1.3800611668557394e-05,0.0007,494.68
493.64,-0.3916507661342621,44900,449000,264,-3.4900002479553223,44899,-5.195675839786418e-06,1698,5.180481599253994e-10,0.0007,493.64
493.64,-0.37678563594818115,45000,450000,264,nan,44999,-1.6466931356262648e-06,1698,1.862645149230957e-09,0.0007,493.64
493.64,-0.37729257345199585,45100,451000,265,0.4360606074333191,45099,2.2832598460809095e-06,1698,1.3911630736274105e-09,0.0007,493.64
493.64,-0.38326671719551086,45200,452000,266,-0.10137629508972168,45199,-0.000445630110334605,1698,8.569157330384769e-07,0.0007,493.64
493.64,-0.37131696939468384,45300,453000,266,0.04917722940444946,45299,-0.00011178247223142534,1698,1.3744575255714153e-07,0.0007,493.64
493.64,-0.3622858226299286,45400,454000,267,-0.024694323539733887,45399,-0.0008766840328462422,1698,1.016920396068599e-05,0.0007,493.64
493.64,-0.3920363783836365,45500,455000,267,-0.03397250175476074,45499,0.00048065572627820075,1699,2.3722416244709166e-06,0.0007,493.64
493.64,-0.40950995683670044,45600,456000,268,0.005501389503479004,45599,0.0011079248506575823,1699,1.2021808288409375e-05,0.0007,493.64
493.64,-0.29941123723983765,45700,457000,268,-0.01764702796936035,45699,1.0003745046560653e-05,1699,1.949956640601158e-09,0.0007,493.64
493.64,-0.3850516378879547,45800,458000,269,-0.031803250312805176,45799,-0.00012224532838445157,1699,3.6670243730441143e-07,0.0007,493.64
493.64,-0.3888256847858429,45900,459000,270,0.1810823678970337,45899,0.00016533632879145443,1699,2.8289505848988483e-07,0.0007,493.64
493.64,-0.34970489144325256,46000,460000,270,-0.25646352767944336,45999,3.4684071579249576e-05,1699,2.3195752874016762e-08,0.0007,493.64
493.64,-0.4223041534423828,46100,461000,271,0.004940211772918701,46099,-0.0006018897402100265,1699,5.400559075496858e-06,0.0007,493.64
493.64,-0.3252587616443634,46200,462000,271,0.14523369073867798,46199,0.00039283520891331136,1699,7.386901188510819e-07,0.0007,493.64
493.64,-0.453075110912323,46300,463000,272,0.1358301043510437,46299,0.00035838905023410916,1699,3.335007932037115e-06,0.0007,493.64
493.64,-0.40754836797714233,46400,464000,272,0.014026999473571777,46399,-0.0008994383970275521,1699,3.287731715317932e-06,0.0007,493.64
493.64,-0.46687155961990356,46500,465000,273,0.2516968846321106,46499,-0.00019654780044220388,1700,4.941830411553383e-07,0.0007,493.64
496.7,-0.3349286913871765,46600,466000,274,-5.240000247955322,46599,4.364747837826144e-06,1700,4.3073669631077394e-10,0.0007,496.7
496.7,-0.394549161195755,46700,467000,274,nan,46699,1.7341550346827717e-06,1700,2.3865140419410125e-10,0.0007,496.7
496.7,-0.3431459069252014,46800,468000,275,nan,46799,-2.561749170126859e-05,1700,1.2165400908870083e-09,0.0007,496.7
496.7,-0.41395649313926697,46900,469000,275,-0.13157904148101807,46899,-1.7292823031311855e-05,1701,3.1082891815970015e-09,0.0007,496.7
496.7,-0.4115666449069977,47000,470000,276,nan,46999,-1.2715197499346687e-06,1701,2.3865140419410125e-10,0.0007,496.7
496.7,-0.4270155429840088,47100,471000,276,nan,47099,1.0935783620880102e-06,1701,1.2805685678518586e-10,0.0007,496.7
496.7,-0.32493820786476135,47200,472000,277,-0.9541177749633789,47199,1.9774162865360267e-05,1701,3.59141272276986e-09,0.0007,496.7
496.7,-0.4249939024448395,47300,473000,277,0.664705902338028,47299,-2.102415783156175e-05,1702,1.5075783954543454e-09,0.0007,496.7
496.7,-0.44362926483154297,47400,474000,278,-0.34800004959106445,47399,1.8044373064185493e-05,1702,7.479684427380562e-09,0.0007,496.7
496.7,-0.3709506392478943,47500,475000,278,0.012642502784729004,47499,0.00021789390302728862,1702,1.407694014687877e-07,0.0007,496.7
496.7,-0.3969862759113312,47600,476000,279,-0.8171051740646362,47599,2.430866879876703e-05,1702,4.1851309084961485e-09,0.0007,496.7
496.52,-0.30937278270721436,47700,477000,280,-16.66451644897461,47699,-4.075052402185975e-06,1702,3.934837788932555e-09,0.0007,496.52
496.52,-0.3881286084651947,47800,478000,280,nan,47799,-6.586089057236677e-06,1703,1.9208527823888488e-10,0.0007,496.52
496.52,-0.43537527322769165,47900,479000,281,-1.969411849975586,47899,1.3905219020671211e-05,1702,3.0617228752305437e-09,0.0007,496.52
497.99,-0.4593203663825989,48000,480000,281,-0.20588231086730957,47999,-6.631742053286871e-06,1703,1.6472767594422066e-09,0.0007,497.99
497.99,-0.33891499042510986,48100,481000,282,-0.6347284317016602,48099,-5.390631849877536e-05,1703,3.12749754982633e-08,0.0007,497.99
497.99,-0.42461830377578735,48200,482000,283,-0.1163398027420044,48199,-2.517749453545548e-05,1703,5.838228567256465e-09,0.0007,497.99
497.99,-0.35835108160972595,48300,483000,283,0.3001493215560913,48299,8.115896343952045e-05,1703,2.029701207106882e-08,0.0007,497.99
497.99,-0.43964242935180664,48400,484000,284,-0.04407215118408203,48399,-0.0001468891859985888,1703,2.3298780149616505e-07,0.0007,497.99
497.99,-0.4315679669380188,48500,485000,284,-0.2943859100341797,48499,4.442235876922496e-05,1703,1.4511170043363109e-08,0.0007,497.99
497.99,-0.44166430830955505,48600,486000,285,0.2835294008255005,48599,-1.3108205166645348e-05,1703,1.996522724923011e-09,0.0007,497.99
497.99,-0.43997400999069214,48700,487000,285,-0.3038461208343506,48699,-2.492029670975171e-05,1703,1.2555392281399236e-08,0.0007,497.99
497.99,-0.3928869366645813,48800,488000,286,0.11966872215270996,48799,7.344506593653932e-05,1704,2.5535701553280887e-08,0.0007,497.99
497.99,-0.4561181664466858,48900,489000,286,nan,48899,1.6057587117757066e-06,1704,3.2596289556430236e-10,0.0007,497.99
497.99,-0.5045261383056641,49000,490000,287,0.041044771671295166,48999,4.087296474608593e-05,1704,1.9738218171028166e-08,0.0007,497.99
497.99,-0.4696895182132721,49100,491000,288,-0.0302274227142334,49099,-0.0003275977214798331,1704,4.593981373091083e-07,0.0007,497.99
497.99,-0.3937942385673523,49200,492000,288,-0.3600304126739502,49199,-0.00011392358283046633,1704,2.692686429384139e-08,0.0007,497.99
497.99,-0.48193445801734924,49300,493000,289,-0.41693902015686035,49299,4.321312007959932e-05,1704,2.410379273953822e-08,0.0007,497.99
497.99,-0.47054028511047363,49400,494000,289,0.2265973687171936,49399,2.0081448383280076e-05,1704,1.3090902584167452e-08,0.0007,497.99
497.99,-0.48219019174575806,49500,495000,290,-1.1282353401184082,49499,-2.6378195343568223e-06,1704,1.2514647096395493e-09,0.0007,497.99
496.3,-0.42212414741516113,49600,496000,290,-2.5083329677581787,49599,8.845359843689948e-05,1704,3.774184875737774e-08,0.0007,496.3
496.3,-0.4065367579460144,49700,497000,291,-0.7587878704071045,49699,-2.209779449913185e-05,1704,3.2712705877457893e-09,0.0007,496.3
494.48,-0.4051763117313385,49800,498000,292,-2.371851682662964,49799,2.7168227461515926e-05,1705,1.9383151084184647e-08,0.0007,494.48
494.29,-0.43504223227500916,49900,499000,292,0.00118178129196167,49899,-7.570010185241699,1705,2874.62451171875,0.0007,494.29
494.29,-0.4663154184818268,50000,500000,293,0.3778430223464966,49999,-4.440467091626488e-05,1705,2.905144391718295e-08,0.0007,494.29
