time/fps,time/episodes,rollout/ep_rew_mean,rollout/exploration_rate,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/n_updates,train/loss,train/learning_rate
1686,340,33.08,0.7813812500000001,33.08,9205,5,2051,0.23375074565410614,0.001
1686,344,31.31,0.7797900000000002,31.31,9272,5,2067,0.4044286608695984,0.001
1686,348,30.96,0.7771775,30.96,9382,5,2095,0.26875540614128113,0.001
1686,352,31.22,0.7745175,31.22,9494,5,2123,0.02481897734105587,0.001
1684,356,31.73,0.7715012500000002,31.73,9621,5,2155,0.7386834621429443,0.001
1681,360,32.14,0.7675350000000001,32.14,9788,5,2196,0.8586204051971436,0.001
1673,364,33.23,0.76299875,33.23,9979,5,2244,0.1022135391831398,0.001
1673,368,34.34,0.7582250000000003,34.34,10180,6,2294,0.5515061020851135,0.001
1671,372,33.9,0.7566337499999999,33.9,10247,6,2311,0.17849168181419373,0.001
1660,376,34.68,0.75231125,34.68,10429,6,2357,0.17050927877426147,0.001
1657,380,34.6,0.74836875,34.6,10595,6,2398,0.7596414089202881,0.001
1653,384,33.95,0.7464924999999999,33.95,10674,6,2418,0.6220434904098511,0.001
1642,388,35.03,0.7415762499999998,35.03,10881,6,2470,0.5122213363647461,0.001
1639,392,35.41,0.7384412499999999,35.41,11013,6,2503,0.591332197189331,0.001
1636,396,35.93,0.73492625,35.93,11161,6,2540,0.1687280535697937,0.001
1633,400,35.73,0.7295587500000003,35.73,11387,6,2596,0.5948134660720825,0.001
1630,404,35.04,0.7252837500000002,35.04,11567,7,2641,0.24430105090141296,0.001
1619,408,36.24,0.7195600000000002,36.24,11808,7,2701,0.021482687443494797,0.001
1616,412,36.19,0.7167575000000002,36.19,11926,7,2731,0.15064820647239685,0.001
1614,416,35.96,0.7154750000000003,35.96,11980,7,2744,0.7600796818733215,0.001
1606,420,36.62,0.7112949999999998,36.62,12156,7,2788,0.8687672019004822,0.001
1599,424,37.45,0.7060462500000002,37.45,12377,7,2844,0.37244105339050293,0.001
1595,428,37.85,0.7023650000000004,37.85,12532,7,2882,0.34754887223243713,0.001
1590,432,38.27,0.6990637499999998,38.27,12671,7,2917,0.7946366667747498,0.001
1590,436,37.12,0.6965699999999998,37.12,12776,8,2943,0.8423742055892944,0.001
1584,440,37.07,0.6933400000000003,37.07,12912,8,2977,0.22272616624832153,0.001
1583,444,37.75,0.6901337499999998,37.75,13047,8,3011,0.42706426978111267,0.001
1582,448,38.77,0.6850987500000001,38.77,13259,8,3064,0.38534536957740784,0.001
1581,452,38.68,0.6826524999999999,38.68,13362,8,3090,0.036235641688108444,0.001
1579,456,38.45,0.6801825000000001,38.45,13466,8,3116,0.3206855356693268,0.001
1577,460,38.58,0.6759074999999999,38.58,13646,8,3161,0.9294614791870117,0.001
1577,464,38.59,0.6713475000000002,38.59,13838,8,3209,0.7128530144691467,0.001
1573,468,37.92,0.6681649999999999,37.92,13972,8,3242,0.8294560313224792,0.001
1570,472,38.29,0.6656950000000001,38.29,14076,8,3268,0.23536446690559387,0.001
1565,476,38.31,0.6613249999999999,38.31,14260,9,3314,0.17528949677944183,0.001
1564,480,38.52,0.6568837499999998,38.52,14447,9,3361,0.44665926694869995,0.001
1564,484,39.38,0.652965,39.38,14612,9,3402,0.9424536824226379,0.001
1561,488,38.85,0.6493074999999997,38.85,14766,9,3441,0.4778567850589752,0.001
1545,492,39.68,0.6442012500000001,39.68,14981,9,3495,0.8851725459098816,0.001
1539,496,39.5,0.6411137499999999,39.5,15111,9,3527,0.07358969748020172,0.001
1536,500,40.16,0.6341787499999998,40.16,15403,10,3600,0.4797823131084442,0.001
1538,504,39.81,0.6307349999999998,39.81,15548,10,3636,1.0056402683258057,0.001
1538,508,38.81,0.62738625,38.81,15689,10,3672,0.23930881917476654,0.001
1539,512,39.09,0.6239187500000001,39.09,15835,10,3708,0.42821115255355835,0.001
1539,516,39.33,0.62206625,39.33,15913,10,3728,0.5114122629165649,0.001
1540,520,38.42,0.6200475000000001,38.42,15998,10,3749,0.4168262779712677,0.001
1543,524,38.07,0.6156300000000001,38.07,16184,10,3795,0.5578706860542297,0.001
1546,528,38.84,0.6101199999999999,38.84,16416,10,3853,0.32931774854660034,0.001
1547,532,39.17,0.6060349999999999,39.17,16588,10,3896,1.5119905471801758,0.001
1550,536,40.1,0.6013324999999998,40.1,16786,10,3946,1.0665569305419922,0.001
1550,540,40.7,0.5966774999999997,40.7,16982,10,3995,0.3486395478248596,0.001
1546,544,41.5,0.5915712500000001,41.5,17197,11,4049,0.4468092918395996,0.001
1545,548,41.62,0.5862512500000001,41.62,17421,11,4105,0.23311066627502441,0.001
1546,552,44.35,0.5773212500000001,44.35,17797,11,4199,0.11309387534856796,0.001
1545,556,45.53,0.5720487499999998,45.53,18019,11,4254,0.32068130373954773,0.001
1542,560,47.97,0.5619787499999999,47.97,18443,11,4360,0.1907578557729721,0.001
1541,564,47.78,0.5578699999999999,47.78,18616,12,4403,0.6219110488891602,0.001
1542,568,47.21,0.5560412499999999,47.21,18693,12,4423,0.4732019305229187,0.001
1543,572,47.63,0.5525737499999999,47.63,18839,12,4459,0.7044888138771057,0.001
1545,576,47.06,0.5495575000000001,47.06,18966,12,4491,0.8448677659034729,0.001
1547,580,46.63,0.5461374999999999,46.63,19110,12,4527,0.8540213108062744,0.001
1549,584,48.43,0.5379437499999999,48.43,19455,12,4613,0.6048409342765808,0.001
1551,588,48.13,0.5349987500000002,48.13,19579,12,4644,0.5311157703399658,0.001
1552,592,47.35,0.531745,47.35,19716,12,4678,1.742814064025879,0.001
1549,596,47.38,0.5285862499999998,47.38,19849,12,4712,0.5789868235588074,0.001
1547,600,46.33,0.5241449999999999,46.33,20036,12,4758,0.3812723457813263,0.001
1544,604,46.39,0.5205587500000001,46.39,20187,13,4796,0.6118468642234802,0.001
1543,608,47.41,0.5147875000000002,47.41,20430,13,4857,0.5385340452194214,0.001
1542,612,47.03,0.5122225000000002,47.03,20538,13,4884,1.0638699531555176,0.001
1538,616,47.83,0.50847,47.83,20696,13,4923,0.6221479177474976,0.001
1538,620,48.64,0.5045275,48.64,20862,13,4965,0.6814643144607544,0.001
1536,624,47.82,0.5020575000000002,47.82,20966,13,4991,0.025656625628471375,0.001
1530,628,50.23,0.4908237499999999,50.23,21439,14,5109,0.5127670168876648,0.001
1528,632,51.09,0.4846962500000004,51.09,21697,14,5174,0.5742155313491821,0.001
1522,636,50.46,0.48148999999999986,50.46,21832,14,5207,0.4495033621788025,0.001
1517,640,50.05,0.47780875,50.05,21987,14,5246,0.49321356415748596,0.001
1515,644,48.57,0.4762175000000002,48.57,22054,14,5263,0.060779865831136703,0.001
1513,648,48.31,0.471515,48.31,22252,14,5312,0.3952913284301758,0.001
1507,652,47.16,0.4653162499999999,47.16,22513,14,5378,0.8860861659049988,0.001
1505,656,45.54,0.4638912500000001,45.54,22573,14,5393,0.4228765368461609,0.001
1500,660,43.01,0.45982999999999985,43.01,22744,15,5435,0.03490988537669182,0.001
1495,664,44.12,0.45308499999999996,44.12,23028,15,5506,0.14536991715431213,0.001
1485,668,48.86,0.4399987500000002,48.86,23579,15,5644,0.6932998895645142,0.001
1484,672,50.89,0.43171000000000015,50.89,23928,16,5731,1.048041582107544,0.001
1481,676,50.7,0.4291450000000002,50.7,24036,16,5758,1.1693006753921509,0.001
1479,680,51.03,0.42494125000000016,51.03,24213,16,5803,0.036465857177972794,0.001
1475,684,49.48,0.42042875000000013,49.48,24403,16,5850,0.5134124755859375,0.001
1474,688,50.1,0.41601125000000017,50.1,24589,16,5897,0.060889385640621185,0.001
1474,692,50.27,0.41235374999999996,50.27,24743,16,5935,0.6608743071556091,0.001
1470,696,53.03,0.4026400000000001,53.03,25152,17,6037,0.5231559872627258,0.001
1469,700,51.91,0.40085875000000004,51.91,25227,17,6056,1.0225788354873657,0.001
1464,704,54.34,0.3915012499999999,54.34,25621,17,6155,0.7890530824661255,0.001
1463,708,53.27,0.38827124999999985,53.27,25757,17,6189,0.21389812231063843,0.001
1460,712,57.88,0.37475749999999997,57.88,26326,18,6331,0.03577476367354393,0.001
1454,716,59.79,0.3664687499999999,59.79,26675,18,6418,0.6675907969474792,0.001
1452,720,59.77,0.3625737499999998,59.77,26839,18,6459,0.7426639795303345,0.001
1449,724,61.19,0.35673124999999994,61.19,27085,18,6521,0.5071089863777161,0.001
1442,728,64.01,0.3388000000000001,64.01,27840,19,6709,1.52414870262146,0.001
1440,732,62.26,0.3368287499999999,62.26,27923,19,6730,0.08911614120006561,0.001
1430,736,67.42,0.3213674999999998,67.42,28574,19,6893,0.831011176109314,0.001
1430,740,70.61,0.31011,70.61,29048,20,7011,0.7013495564460754,0.001
1430,744,74.2,0.2999925,74.2,29474,20,7118,0.48871392011642456,0.001
1428,748,75.51,0.29217875000000004,75.51,29803,20,7200,1.6029713153839111,0.001
1412,752,79.66,0.2761237499999998,79.66,30479,21,7369,1.673671007156372,0.001
1402,756,85.13,0.2617075000000003,85.13,31086,22,7521,0.6649373173713684,0.001
1398,760,87.31,0.2524687499999999,87.31,31475,22,7618,0.28297939896583557,0.001
1396,764,88.85,0.24206625000000026,88.85,31913,22,7728,1.2742855548858643,0.001
1395,768,87.44,0.23232874999999975,87.44,32323,23,7830,1.455070972442627,0.001
1394,772,86.84,0.22546500000000014,86.84,32612,23,7902,0.5948002934455872,0.001
1391,776,89.96,0.2154900000000003,89.96,33032,23,8007,0.1766779124736786,0.001
1383,780,92.35,0.20560999999999985,92.35,33448,24,8111,0.06751647591590881,0.001
1381,784,92.93,0.19972000000000034,92.93,33696,24,8173,1.0168089866638184,0.001
1376,788,96.75,0.18623,96.75,34264,24,8315,1.3410283327102661,0.001
1380,792,99.33,0.17644500000000019,99.33,34676,25,8418,0.24669304490089417,0.001
1383,796,98.98,0.16756249999999995,98.98,35050,25,8512,0.0717029944062233,0.001
1383,800,102.37,0.15772999999999993,102.37,35464,25,8615,0.05127090588212013,0.001
1388,804,104.13,0.1441925000000004,104.13,36034,25,8758,1.2696688175201416,0.001
1394,808,110.67,0.12542999999999982,110.67,36824,26,8955,0.051298096776008606,0.001
1397,812,109.01,0.11585875000000034,109.01,37227,26,9056,0.21890760958194733,0.001
1402,816,111.76,0.1010387500000004,111.76,37851,26,9212,2.6475143432617188,0.001
1403,820,115.32,0.0886887500000001,115.32,38371,27,9342,0.6460352540016174,0.001
1406,824,120.07,0.07156500000000021,120.07,39092,27,9522,0.7650130391120911,0.001
1409,828,117.47,0.05980875000000019,117.47,39587,28,9646,1.247602105140686,0.001
1413,832,122.87,0.05,122.87,40210,28,9802,0.9851170182228088,0.001
1415,836,121.5,0.05,121.5,40724,28,9930,0.05063328519463539,0.001
1416,840,122.1,0.05,122.1,41258,29,10064,0.5175222158432007,0.001
1406,844,124.05,0.05,124.05,41879,29,10219,0.8098114728927612,0.001
1397,848,130.47,0.05,130.47,42850,30,10462,0.050228312611579895,0.001
1397,852,127.86,0.05,127.86,43265,30,10566,0.9635591506958008,0.001
1398,856,126.19,0.05,126.19,43705,31,10676,1.3402897119522095,0.001
1391,860,130.19,0.05,130.19,44494,31,10873,0.04144398123025894,0.001
1393,864,132.61,0.05,132.61,45174,32,11043,1.4950803518295288,0.001
1392,868,133.92,0.05,133.92,45715,32,11178,0.1390228271484375,0.001
1394,872,135.85,0.05,135.85,46197,33,11299,0.8444264531135559,0.001
1396,876,136.89,0.05,136.89,46721,33,11430,0.24272117018699646,0.001
1396,880,137.57,0.05,137.57,47205,33,11551,0.9245634078979492,0.001
1397,884,140.45,0.05,140.45,47741,34,11685,0.0634416788816452,0.001
1400,888,140.69,0.05,140.69,48333,34,11833,0.24964937567710876,0.001
1403,892,142.11,0.05,142.11,48887,34,11971,0.2743467688560486,0.001
1406,896,143.36,0.05,143.36,49386,35,12096,1.5232415199279785,0.001
1406,900,142.87,0.05,142.87,49751,35,12187,1.136143684387207,0.001
1408,904,140.17,0.05,140.17,50051,35,12262,0.07228722423315048,0.001
1409,908,135.61,0.05,135.61,50385,35,12346,1.0346927642822266,0.001
1402,912,135.56,0.05,135.56,50783,36,12445,0.9279270172119141,0.001
1402,916,132.77,0.05,132.77,51128,36,12531,0.576927125453949,0.001
1403,920,131.02,0.05,131.02,51473,36,12618,2.231585741043091,0.001
1404,924,126.9,0.05,126.9,51782,36,12695,0.9441906213760376,0.001
1404,928,123.72,0.05,123.72,51959,36,12739,4.418667316436768,0.001
1406,932,120.55,0.05,120.55,52265,37,12816,0.042832378298044205,0.001
1407,936,119.58,0.05,119.58,52682,37,12920,0.08784755319356918,0.001
1410,940,119.7,0.05,119.7,53228,37,13056,2.529540777206421,0.001
1413,944,118.58,0.05,118.58,53737,38,13184,2.7891316413879395,0.001
1415,948,111.31,0.05,111.31,53981,38,13245,0.07718806713819504,0.001
1418,952,111.69,0.05,111.69,54434,38,13358,0.05848628282546997,0.001
1420,956,110.58,0.05,110.58,54763,38,13440,1.839962363243103,0.001
1422,960,104.44,0.05,104.44,54938,38,13484,0.09778814762830734,0.001
1423,964,99.42,0.05,99.42,55116,38,13528,0.04784413054585457,0.001
1424,968,96.22,0.05,96.22,55337,38,13584,0.03213709965348244,0.001
1425,972,92.99,0.05,92.99,55496,38,13623,0.024126727133989334,0.001
1427,976,89.44,0.05,89.44,55665,39,13666,0.07130847871303558,0.001
1428,980,86.08,0.05,86.08,55813,39,13703,0.08360975235700607,0.001
1429,984,82.17,0.05,82.17,55958,39,13739,0.024965928867459297,0.001
1430,988,77.99,0.05,77.99,56132,39,13782,1.148340106010437,0.001
1431,992,74.18,0.05,74.18,56305,39,13826,1.9031975269317627,0.001
1432,996,70.73,0.05,70.73,56459,39,13864,0.02644994668662548,0.001
1433,1000,68.18,0.05,68.18,56569,39,13892,0.05640778690576553,0.001
1433,1004,66.01,0.05,66.01,56652,39,13912,1.225459098815918,0.001
1434,1008,63.68,0.05,63.68,56753,39,13938,0.39680907130241394,0.001
1435,1012,61.19,0.05,61.19,56902,39,13975,0.3385941982269287,0.001
1436,1016,59.05,0.05,59.05,57033,39,14008,0.21019667387008667,0.001
1436,1020,56.46,0.05,56.46,57119,39,14029,0.8481492400169373,0.001
1437,1024,54.26,0.05,54.26,57208,39,14051,0.0350157767534256,0.001
1437,1028,53.63,0.05,53.63,57322,39,14080,0.07235100865364075,0.001
1437,1032,51.55,0.05,51.55,57420,39,14104,0.042525313794612885,0.001
1437,1036,49.09,0.05,49.09,57591,40,14147,1.8960539102554321,0.001
1438,1040,44.64,0.05,44.64,57692,40,14172,0.04201296344399452,0.001
1438,1044,40.54,0.05,40.54,57791,40,14197,0.0657719224691391,0.001
1438,1048,39.0,0.05,39.0,57881,40,14220,1.909598708152771,0.001
1438,1052,35.91,0.05,35.91,58025,40,14256,0.14316105842590332,0.001
1438,1056,33.65,0.05,33.65,58128,40,14281,1.9365431070327759,0.001
1440,1060,34.14,0.05,34.14,58352,40,14337,1.440557599067688,0.001
1440,1064,34.69,0.05,34.69,58585,40,14396,1.5982942581176758,0.001
1441,1068,33.64,0.05,33.64,58701,40,14425,1.6182466745376587,0.001
1441,1072,34.02,0.05,34.02,58898,40,14474,1.0116372108459473,0.001
1441,1076,33.87,0.05,33.87,59052,40,14512,2.098299503326416,0.001
1442,1080,33.95,0.05,33.95,59208,41,14551,0.03929348289966583,0.001
1442,1084,35.28,0.05,35.28,59486,41,14621,0.07671801000833511,0.001
1443,1088,36.69,0.05,36.69,59801,41,14700,1.637377142906189,0.001
1443,1092,37.12,0.05,37.12,60017,41,14754,3.404987335205078,0.001
1444,1096,37.99,0.05,37.99,60258,41,14814,0.1054643914103508,0.001
1446,1100,39.8,0.05,39.8,60549,41,14887,0.6189106702804565,0.001
1444,1104,42.54,0.05,42.54,60906,42,14976,3.5688412189483643,0.001
1445,1108,43.36,0.05,43.36,61089,42,15022,1.6258822679519653,0.001
1447,1112,45.03,0.05,45.03,61405,42,15101,1.9914555549621582,0.001
1449,1116,47.28,0.05,47.28,61761,42,15190,0.040479086339473724,0.001
1451,1120,49.3,0.05,49.3,62049,42,15262,1.7252349853515625,0.001
1453,1124,51.29,0.05,51.29,62337,42,15334,0.038919124752283096,0.001
1454,1128,52.98,0.05,52.98,62620,43,15404,1.5470696687698364,0.001
1455,1132,53.42,0.05,53.42,62762,43,15440,0.07667732983827591,0.001
1457,1136,53.52,0.05,53.52,62943,43,15485,0.06711196899414062,0.001
1457,1140,54.09,0.05,54.09,63101,43,15525,1.5459222793579102,0.001
1459,1144,54.95,0.05,54.95,63286,43,15571,0.13320183753967285,0.001
1460,1148,57.06,0.05,57.06,63587,43,15646,0.14909838140010834,0.001
1462,1152,57.73,0.05,57.73,63798,43,15699,0.11732080578804016,0.001
1464,1156,59.6,0.05,59.6,64088,43,15771,1.5631334781646729,0.001
1464,1160,60.2,0.05,60.2,64372,43,15842,1.7103722095489502,0.001
1465,1164,59.58,0.05,59.58,64543,44,15885,1.3435698747634888,0.001
1466,1168,61.7,0.05,61.7,64871,44,15967,0.09063585102558136,0.001
1467,1172,61.48,0.05,61.48,65046,44,16011,0.12090428173542023,0.001
1468,1176,62.78,0.05,62.78,65330,44,16082,0.07513657212257385,0.001
1469,1180,63.34,0.05,63.34,65542,44,16135,0.09312407672405243,0.001
1471,1184,63.87,0.05,63.87,65873,44,16218,1.0942589044570923,0.001
1472,1188,63.6,0.05,63.6,66161,44,16290,3.0364365577697754,0.001
1473,1192,64.14,0.05,64.14,66431,45,16357,0.20153650641441345,0.001
1475,1196,65.39,0.05,65.39,66797,45,16449,3.446448802947998,0.001
1477,1200,66.19,0.05,66.19,67168,45,16541,4.0089263916015625,0.001
1478,1204,65.44,0.05,65.44,67450,45,16612,2.9913623332977295,0.001
1480,1208,66.3,0.05,66.3,67719,45,16679,3.6377532482147217,0.001
1480,1212,65.74,0.05,65.74,67979,45,16744,0.07076852768659592,0.001
1482,1216,65.06,0.05,65.06,68267,46,16816,1.0523356199264526,0.001
1483,1220,65.02,0.05,65.02,68551,46,16887,1.6885873079299927,0.001
1484,1224,65.12,0.05,65.12,68849,46,16962,0.09047389775514603,0.001
1484,1228,64.62,0.05,64.62,69082,46,17020,0.1537225991487503,0.001
1485,1232,66.84,0.05,66.84,69446,46,17111,3.619652509689331,0.001
1486,1236,67.95,0.05,67.95,69738,46,17184,0.10024137794971466,0.001
1486,1240,69.3,0.05,69.3,70031,47,17257,3.046161651611328,0.001
1488,1244,71.07,0.05,71.07,70393,47,17348,0.11259212344884872,0.001
1489,1248,70.18,0.05,70.18,70605,47,17401,4.596103668212891,0.001
1491,1252,71.74,0.05,71.74,70972,47,17492,0.07867492735385895,0.001
1492,1256,71.7,0.05,71.7,71258,47,17564,0.0945359393954277,0.001
1493,1260,70.69,0.05,70.69,71441,47,17610,5.774495601654053,0.001
1494,1264,72.3,0.05,72.3,71773,48,17693,0.1316967010498047,0.001
1495,1268,71.83,0.05,71.83,72054,48,17763,3.1996278762817383,0.001
1497,1272,72.38,0.05,72.38,72284,48,17820,3.2451114654541016,0.001
1498,1276,72.34,0.05,72.34,72564,48,17890,0.1218210980296135,0.001
1499,1280,73.15,0.05,73.15,72857,48,17964,5.0678300857543945,0.001
1501,1284,72.79,0.05,72.79,73152,48,18037,0.1102270558476448,0.001
1501,1288,73.58,0.05,73.58,73519,48,18129,1.8281453847885132,0.001
1502,1292,74.45,0.05,74.45,73876,49,18218,3.989091634750366,0.001
1503,1296,73.09,0.05,73.09,74106,49,18276,3.2741429805755615,0.001
1504,1300,72.23,0.05,72.23,74391,49,18347,0.14082950353622437,0.001
1505,1304,73.14,0.05,73.14,74764,49,18440,3.5624892711639404,0.001
1506,1308,74.12,0.05,74.12,75131,49,18532,1.8911373615264893,0.001
1508,1312,75.15,0.05,75.15,75494,50,18623,0.11208013445138931,0.001
1510,1316,75.84,0.05,75.84,75851,50,18712,3.7785348892211914,0.001
1511,1320,75.99,0.05,75.99,76150,50,18787,4.225902080535889,0.001
1512,1324,76.83,0.05,76.83,76532,50,18882,0.12841379642486572,0.001
1513,1328,78.36,0.05,78.36,76918,50,18979,4.759865760803223,0.001
1514,1332,77.9,0.05,77.9,77236,51,19058,0.17138345539569855,0.001
1514,1336,78.32,0.05,78.32,77570,51,19142,0.12173719704151154,0.001
1515,1340,78.94,0.05,78.94,77925,51,19231,3.259932279586792,0.001
1516,1344,78.77,0.05,78.77,78270,51,19317,0.17325904965400696,0.001
1517,1348,79.52,0.05,79.52,78557,51,19389,0.18529978394508362,0.001
1518,1352,79.1,0.05,79.1,78882,51,19470,2.190045118331909,0.001
1519,1356,79.95,0.05,79.95,79253,52,19563,0.13483785092830658,0.001
1520,1360,82.07,0.05,82.07,79648,52,19661,0.09850551933050156,0.001
