time/total_timesteps,time/episodes,time/fps,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/loss,train/n_updates
3555,324,477,7,0.9824027500000001,290.59375,1.6875,,,
3579,328,476,7,0.98228395,289.0,1.6615384615384616,,,
3613,332,476,7,0.9821156500000001,288.0151515151515,1.6515151515151516,,,
3653,336,475,7,0.9819176499999999,287.53731343283584,1.6417910447761195,,,
3677,340,474,7,0.9817988499999998,286.1617647058824,1.6176470588235294,,,
3705,344,474,7,0.9816602500000002,286.1617647058824,1.6176470588235294,,,
3748,348,474,7,0.9814474000000001,285.1159420289855,1.5942028985507246,,,
3788,352,474,7,0.9812493999999999,284.8857142857143,1.6,,,
3841,356,474,8,0.9809870500000001,284.50704225352115,1.591549295774648,,,
3901,360,475,8,0.9806900499999998,286.93055555555554,1.6388888888888888,,,
3942,364,475,8,0.9804871,286.93055555555554,1.6388888888888888,,,
3991,368,475,8,0.9802445500000002,286.64383561643837,1.63013698630137,,,
4017,372,475,8,0.9801158499999998,286.5135135135135,1.635135135135135,,,
4054,376,475,8,0.9799327,286.0,1.6266666666666667,,,
4079,380,474,8,0.9798089499999997,285.0131578947368,1.605263157894737,,,
4120,384,474,8,0.979606,285.0131578947368,1.605263157894737,,,
4154,388,474,8,0.9794377000000001,285.2207792207792,1.6103896103896105,,,
4178,392,474,8,0.9793188999999999,284.02564102564105,1.5897435897435896,,,
4233,396,475,8,0.9790466499999998,283.43037974683546,1.5822784810126582,,,
4280,400,475,9,0.9788140000000003,284.075,1.6,,,
4336,404,476,9,0.9785368,284.075,1.6,,,
4377,408,475,9,0.9783338500000002,284.5308641975309,1.6049382716049383,,,
4402,412,475,9,0.9782101,284.2073170731707,1.5975609756097562,,,
4489,416,476,9,0.9777794500000002,285.6024096385542,1.6144578313253013,,,
4512,420,475,9,0.9776656000000002,284.79761904761904,1.6071428571428572,,,
4538,424,475,9,0.9775368999999998,284.79761904761904,1.6071428571428572,,,
4630,428,477,9,0.9770814999999999,285.09411764705885,1.611764705882353,,,
4708,432,478,9,0.9766953999999998,288.2325581395349,1.6627906976744187,,,
4748,436,478,9,0.9764974000000002,287.82758620689657,1.6551724137931034,,,
4804,440,478,10,0.9762201999999999,288.32954545454544,1.6590909090909092,,,
4830,444,478,10,0.9760915,288.32954545454544,1.6590909090909092,,,
4895,448,478,10,0.9757697500000001,287.2022471910112,1.6404494382022472,,,
4921,452,478,10,0.9756410500000002,288.1111111111111,1.6555555555555554,,,
4962,456,478,10,0.9754380999999999,287.0,1.6373626373626373,,,
5001,460,478,10,0.9752450499999998,287.2717391304348,1.641304347826087,,,
5042,464,478,10,0.9750421,287.2717391304348,1.641304347826087,,,
5081,468,478,10,0.97484905,286.86021505376345,1.6344086021505377,,,
5143,472,479,10,0.97454215,288.06382978723406,1.6595744680851063,,,
5216,476,480,10,0.9741808,288.0,1.6631578947368422,,,
5272,480,480,10,0.9739035999999998,289.1979166666667,1.6875,,,
5297,484,480,11,0.97377985,289.1979166666667,1.6875,,,
5322,488,479,11,0.9736560999999998,288.17525773195877,1.6701030927835052,,,
5378,492,480,11,0.9733789,288.5816326530612,1.6734693877551021,,,
5427,496,480,11,0.9731363500000002,288.4949494949495,1.6767676767676767,,,
5492,500,480,11,0.9728145999999998,289.07,1.69,,,
5517,504,480,11,0.97269085,289.07,1.69,,,
5541,508,479,11,0.9725720499999999,288.52,1.68,,,
5564,512,479,11,0.9724581999999999,287.21,1.66,,,
5597,516,479,11,0.9722948500000002,286.88,1.66,,,
5635,520,479,11,0.9721067500000002,285.64,1.64,,,
5661,524,479,11,0.9719780499999998,285.64,1.64,,,
5700,528,478,11,0.9717849999999998,285.09,1.63,,,
5743,532,479,11,0.9715721499999997,284.11,1.61,,,
5781,536,478,12,0.9713840499999998,284.47,1.62,,,
5822,540,478,12,0.9711811,282.3,1.59,,,
5892,544,479,12,0.9708346,282.3,1.59,,,
5932,548,479,12,0.9706365999999997,282.87,1.6,,,
5958,552,479,12,0.9705078999999999,282.81,1.6,,,
5997,556,479,12,0.9703148499999998,282.12,1.59,,,
6056,560,479,12,0.9700228000000003,283.59,1.61,,,
6115,564,480,12,0.9697307500000001,283.59,1.61,,,
6178,568,480,12,0.9694189,284.32,1.62,,,
6201,572,480,12,0.9693050499999999,284.64,1.63,,,
6241,576,479,13,0.9691070499999997,284.67,1.63,,,
6298,580,480,13,0.9688248999999999,285.41,1.64,,,
6323,584,480,13,0.9687011500000001,285.41,1.64,,,
6398,588,480,13,0.9683299,284.27,1.62,,,
6423,592,480,13,0.9682061500000002,284.73,1.63,,,
6472,596,480,13,0.9679635999999998,284.87,1.63,,,
6522,600,480,13,0.9677160999999999,285.24,1.64,,,
6546,604,480,13,0.9675972999999998,285.24,1.64,,,
6573,608,479,13,0.9674636499999998,284.74,1.63,,,
6597,612,479,13,0.9673448500000001,284.16,1.62,,,
6648,616,479,13,0.9670924000000001,283.13,1.6,,,
6685,620,479,13,0.9669092499999997,284.57,1.63,,,
6743,624,479,14,0.9666221499999997,284.57,1.63,,,
6792,628,479,14,0.9663795999999999,285.04,1.63,,,
6878,632,480,14,0.9659538999999997,286.01,1.64,,,
6905,636,480,14,0.9658202499999997,287.15,1.66,,,
6968,640,480,14,0.9655084000000002,288.12,1.68,,,
6993,644,480,14,0.9653846499999998,288.12,1.68,,,
7066,648,481,14,0.9650232999999999,287.74,1.67,,,
7110,652,481,14,0.9648055000000002,290.28,1.71,,,
7152,656,481,14,0.9645975999999997,289.44,1.69,,,
7218,660,481,14,0.9642709000000003,289.45,1.69,,,
7242,664,481,15,0.9641521000000002,289.45,1.69,,,
7298,668,481,15,0.9638748999999999,288.79,1.68,,,
7323,672,481,15,0.9637511500000001,287.8,1.67,,,
7416,676,482,15,0.9632908000000001,288.89,1.69,,,
7463,680,482,15,0.9630581500000001,290.9,1.73,,,
7488,684,482,15,0.9629343999999997,290.9,1.73,,,
7538,688,482,15,0.9626868999999998,290.05,1.71,,,
7572,692,482,15,0.9625185999999999,290.22,1.72,,,
7597,696,481,15,0.9623948500000001,289.02,1.7,,,
7631,700,481,15,0.9622265499999997,288.47,1.69,,,
7683,704,482,15,0.96196915,288.47,1.69,,,
7736,708,482,16,0.9617068000000002,287.21,1.67,,,
7784,712,482,16,0.9614691999999999,286.51,1.66,,,
7810,716,482,16,0.9613405,286.49,1.66,,,
7877,720,482,16,0.9610088499999999,288.19,1.69,,,
7967,724,483,16,0.9605633500000003,288.19,1.69,,,
8008,728,483,16,0.9603603999999999,289.67,1.72,,,
